name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Will,N/A,TNT,56,53,364,345,3,19,156,143,3,,776,707,7
Better,BBC iPlayer,,55,55,339,339,3,12,150,148,3,,762,758,7
The Last of Us,N/A,HBO,48,37,390,361,7,18,368,297,7,,2990,2585,1
Trying,Apple TV+,,23,22,147,140,9,7,144,121,9,,649,555,1
Shrink,Seeso,,20,0,175,0,5,-6,102,1,5,,867,11,1
Shrinking,Apple TV+,,20,17,175,161,5,-6,101,94,5,,856,817,1
Black,N/A,OCN,20,16,88,68,9,10,155,104,9,,865,616,1
Succession,N/A,HBO,19,18,190,178,1,12,102,67,4,,740,486,1
Poker Face,Peacock,,18,15,168,139,6,1,171,159,6,,1491,1395,1
The Consultant,Prime Video,,18,18,126,126,1,13,23,23,1,,154,154,8
Case,N/A,Stöð 2,17,15,154,145,1,8,86,58,3,,472,364,1
Party Down,Lionsgate+,,16,15,143,142,1,12,28,25,1,,222,204,1
Severance,Apple TV+,,16,15,118,112,1,8,150,92,7,,1139,783,1
1923,Paramount+,,15,14,79,70,1,11,72,40,3,,321,205,1
Sent,N/A,HBO Asia,15,6,54,18,1,7,92,26,3,,456,140,1
Extra,N/A,Syndication,14,1,163,10,6,2,130,8,6,,1159,25,1
Extraordinary,Disney+,,13,11,153,141,6,1,114,100,6,,1028,908,1
Ted Lasso,Apple TV+,,13,12,85,78,7,-3,105,77,7,,612,444,1
Murder,N/A,BBC Two,12,3,152,89,5,1,129,60,5,,777,359,1
The Premise,Hulu,,12,11,145,139,1,6,79,69,3,,536,493,1
Amazon,N/A,Syndication,11,11,139,139,1,2,80,63,4,18-02-2023,469,378,1
Away,Netflix,,11,10,79,80,1,3,97,71,7,18-02-2023,607,475,1
Outer Banks,Netflix,,11,11,70,70,1,8,15,14,1,,103,102,1
1883,Paramount+,,11,11,32,32,1,11,51,27,2,,201,111,1
This Week,N/A,BBC One,10,10,107,107,2,-1,99,62,7,,758,512,1
Evil,Paramount+,,10,10,77,77,1,2,104,62,4,,532,307,1
Blood,N/A,Virgin Media One,10,6,66,31,1,4,67,42,3,,394,161,1
Strange,N/A,BBC One,10,8,66,45,1,6,56,23,1,,247,85,1
Shadow,Netflix,,10,2,64,23,1,4,40,16,1,,200,66,1
Sona,YouTube,,10,0,64,0,9,-3,121,0,9,,541,0,1
Loving,N/A,ABC,10,10,61,61,1,3,77,63,3,,516,425,1
Review,N/A,Comedy Central,10,4,51,23,1,2,94,17,5,,429,108,1
Star Trek: Picard,Paramount+,,10,1,45,5,1,7,15,1,1,,72,5,1
Waltz,N/A,NPO 2,10,10,37,37,1,9,11,11,1,,38,38,1
Yellowstone,N/A,Paramount Network,10,10,26,26,1,8,69,32,2,,281,133,1
Detective,N/A,Lifetime,9,9,131,131,0,0,82,66,3,,552,458,1
Chance,Hulu,,9,8,102,101,0,0,61,39,3,,337,235,1
Sisters,N/A,Network 10,9,9,98,98,0,0,59,39,1,,471,321,1
Bad Sisters,Apple TV+,,9,9,98,98,0,0,55,36,1,,450,313,1
STAT,N/A,ICI Radio-Canada Télé,9,0,65,0,0,0,36,1,1,,189,1,6
Cunk on Earth,BBC iPlayer,,9,6,52,42,0,0,40,29,1,,303,262,1
Elementary,N/A,CBS,9,8,51,49,0,0,46,36,0,,280,190,1
Rush,N/A,Network 10,9,4,44,18,0,0,49,15,1,,194,52,1
rage,N/A,ABC,9,8,32,30,0,0,56,30,0,,176,120,1
Phenom,N/A,ABC,8,0,122,0,0,0,47,0,0,,484,0,1
Mad Men,N/A,AMC,8,8,79,79,0,0,27,24,0,,213,195,1
Release,Topic,,8,2,77,18,0,0,90,26,3,,506,141,1
The White Lotus,N/A,HBO,8,7,73,70,0,0,96,58,5,,686,466,1
Mani,Brat,,8,0,72,0,0,0,30,0,0,,201,0,1
Justified,N/A,FX,8,8,62,62,0,0,35,33,1,,223,219,1
The Murders,N/A,Citytv,8,8,62,62,0,0,36,33,0,,226,210,1
The Plot,Disney+,,8,6,60,19,0,0,80,50,1,,459,277,1
Ghost,N/A,SBS,8,2,51,18,0,0,76,26,3,,348,115,1
Abbott Elementary,N/A,ABC,8,7,50,48,0,0,34,25,0,,185,158,1
Persona,Netflix,,8,0,44,0,0,0,103,0,5,24-02-2023,479,0,1
Happy,N/A,NBC,8,8,43,43,0,0,148,122,8,24-02-2023,822,638,1
Drive,N/A,FOX,8,5,41,32,0,0,40,14,0,,231,103,1
Snowfall,N/A,FX,8,8,41,41,0,0,15,14,0,,81,80,1
Lost,N/A,jTBC,8,8,40,40,0,0,79,64,4,,426,357,1
Sort Of,CBC Gem,,8,8,39,39,0,0,69,56,2,24-02-2023,360,296,1
The Act,Hulu,,8,0,37,0,0,0,130,0,7,24-02-2023,764,0,1
Family,N/A,ITV1,8,8,35,35,0,0,107,76,7,24-02-2023,573,370,1
Pose,N/A,FX,8,5,25,10,0,0,96,20,4,,300,55,1
Easy,Netflix,,7,7,126,126,0,0,79,63,3,24-02-2023,556,489,1
School,N/A,BBC Two,7,7,84,84,0,0,49,33,1,,312,234,1
Catch,N/A,NPO 3,7,6,76,60,0,0,74,46,1,24-02-2023,549,366,1
Class,Netflix,,7,2,73,25,0,0,58,11,0,,386,69,1
