name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Home,Apple TV+,,7,1,47,16,0,0,78,30,2,,467,178,1
Derry Girls,N/A,Channel 4,7,6,42,35,0,0,30,20,1,,209,158,1
Survive,Quibi,,7,7,42,42,0,0,16,14,0,,83,76,1
The Mandalorian,Disney+,,7,6,39,33,0,0,26,18,0,,143,110,1
Slow Horses,Apple TV+,,7,7,39,39,0,0,108,50,4,,939,411,1
The Following,N/A,FOX,7,7,38,38,0,0,36,31,0,,169,153,1
Baby,Netflix,,7,3,31,20,0,0,39,13,0,,214,89,1
The Killing,Shahid,,7,7,25,25,0,0,26,22,0,,123,109,1
Bull,N/A,CBS,7,0,21,0,0,0,28,3,0,,100,2,1
Search,N/A,OCN,7,6,14,10,0,0,44,22,1,,104,60,1
Acapulco,Apple TV+,,6,5,100,93,0,0,54,39,0,,393,325,1
Norm,N/A,ABC,6,0,79,0,0,0,60,1,0,,371,1,1
Tonight,N/A,ITV1,6,5,66,66,0,0,40,34,0,,196,171,1
Huge,N/A,Freeform,6,5,58,52,0,0,58,48,1,,341,308,1
The Devil,N/A,KBS2,6,6,58,58,0,0,46,27,0,,293,186,1
Today,N/A,NBC,6,4,48,41,0,0,51,36,0,,292,196,1
Servant,Apple TV+,,6,6,45,45,0,0,55,51,2,24-02-2023,360,319,1
Shadows,N/A,ITV1,6,6,38,38,0,0,18,13,0,,122,88,1
Supernatural,N/A,BBC One,6,6,36,36,0,0,38,27,1,,248,201,1
Star Trek,N/A,NBC,6,6,36,36,0,0,39,28,0,,126,89,1
The Wire,N/A,HBO,6,6,35,35,0,0,96,82,5,24-02-2023,657,518,1
Breaking Bad,N/A,AMC,6,5,34,33,0,0,55,38,0,,288,210,1
Marc,N/A,ITV1,6,0,34,0,0,0,34,4,0,,132,12,1
The Audience,N/A,Channel 4,6,5,33,14,0,0,38,28,0,,158,122,1
Homeland,N/A,Showtime,6,6,31,31,0,0,31,19,0,,200,93,1
Rising,Hill.TV,,6,2,30,12,0,0,55,20,0,,311,75,1
House,N/A,FOX,6,6,28,28,0,0,118,74,6,,553,325,1
Romance,N/A,France 2,6,6,28,28,0,0,31,25,0,,195,174,1
Bang,N/A,S4C,6,2,22,3,0,0,37,11,0,,221,48,1
Aile,N/A,Show TV,6,0,22,0,0,0,43,0,1,,243,0,4
Beyond,N/A,Freeform,6,6,19,19,0,0,23,17,0,,141,108,1
Pachinko,Apple TV+,,6,6,18,18,0,0,36,29,0,,194,156,1
Fortuna,N/A,NRK1,6,0,17,0,0,0,51,0,0,,214,0,1
Kept,N/A,VH1,6,5,13,11,0,0,55,41,1,,243,187,1
Ares,Netflix,,6,5,11,8,0,0,20,11,0,,92,56,1
High School,Amazon Freevee,,5,5,79,79,0,0,17,10,0,,148,101,1
Cult,N/A,The CW,5,3,57,46,0,0,61,19,0,,373,170,1
The Devil's Hour,Prime Video,,5,5,57,57,0,0,39,18,0,,275,153,1
Released,N/A,Oprah Winfrey Network,5,5,55,55,0,0,55,39,0,,324,255,1
The Building,N/A,CBS,5,5,48,48,0,0,56,41,1,,340,241,1
GOLD,N/A,Fuji TV,5,2,47,19,0,0,58,10,1,,295,64,1
Fleishman is in Trouble,Hulu,,5,4,44,38,0,0,45,25,1,,415,259,1
Missing,N/A,BBC One,5,5,41,41,0,0,54,40,1,,248,168,1
The Missing,N/A,Discovery Channel,5,5,41,41,0,0,49,40,1,,223,168,1
Space,N/A,CBS,5,5,41,41,0,0,55,37,0,,312,248,1
Move,Netflix,,5,2,40,10,0,0,97,18,5,24-02-2023,226,94,1
Hunter,N/A,CBS,5,5,39,39,0,0,51,7,2,,260,54,1
What We Do in the Shadows,N/A,FX,5,5,37,37,0,0,15,12,0,,113,96,1
Happy Valley,N/A,BBC One,5,5,36,36,0,0,83,67,4,24-02-2023,486,370,1
The Great,Hulu,,5,3,36,32,0,0,69,28,2,,279,154,1
The Rig,Prime Video,,5,0,36,0,0,0,67,10,2,,378,35,1
Power,N/A,STARZ,5,2,35,18,0,0,96,45,3,,623,261,1
Star Wars: Andor,Disney+,,5,0,33,0,0,0,91,0,4,,536,0,1
Loudermilk,Prime Video,,5,5,32,32,0,0,18,18,0,,103,103,1
The One,Netflix,,5,4,31,30,0,0,68,46,4,24-02-2023,355,277,1
Wanted,N/A,SBS,5,5,30,30,0,0,82,58,4,,496,282,1
Ghosts,N/A,CBS,5,5,30,30,0,0,48,40,1,,250,219,1
Asur,Voot,,5,0,30,0,0,0,34,0,0,,185,0,1
Treme,N/A,HBO,5,1,28,5,0,0,56,8,1,,303,31,1
Mayo,N/A,BBC One,5,0,28,0,0,0,56,0,1,,296,0,1
Ella,N/A,VTM,5,4,28,20,0,0,56,17,1,,334,69,1
Wolf,N/A,CBS,5,5,27,27,0,0,29,26,1,,162,157,1
I'm Sorry,N/A,truTV,5,4,26,19,0,0,11,8,0,,56,36,1
The British,N/A,Sky Atlantic,5,5,26,26,0,0,79,63,3,,461,382,1
Animal,Netflix,,5,4,25,23,0,0,23,19,0,,103,84,1
Medic,N/A,NBC,5,5,22,22,0,0,39,19,0,,258,138,1
The Scene,YouTube,,5,1,20,10,0,0,45,18,0,,202,75,1
Voice,N/A,OCN,5,2,18,6,0,0,30,17,0,,110,57,1
Brot,N/A,Ríkisútvarpið,5,0,16,0,0,0,61,0,1,,342,0,1
Superstore,N/A,NBC,5,5,13,13,0,0,26,23,0,,77,66,1
Black Summer,Netflix,,5,5,12,12,0,0,16,13,0,,46,35,1
Dexter,N/A,Showtime,5,4,10,9,0,0,25,24,0,,115,114,1
Connect,Disney+,,5,0,10,0,0,0,55,7,1,,253,28,1
