name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Better,BBC iPlayer,,59,59,273,273,6,-14,340,336,6,,1695,1685,7
Will,N/A,TNT,47,46,174,172,6,-7,300,281,6,,1260,1162,7
SWARM,Bilibili,,42,40,361,353,1,41,45,43,1,,372,364,1
Swarm,Prime Video,,42,40,361,353,1,41,45,43,1,,372,364,7
The Last of Us,N/A,HBO,40,30,344,284,10,-17,512,404,10,,4028,3442,1
Ted Lasso,Apple TV+,,32,31,210,202,2,22,151,122,9,,953,777,1
Succession,N/A,HBO,28,26,214,206,4,7,163,124,7,,1182,911,1
Class,Netflix,,26,20,162,144,1,20,94,35,1,,609,222,1
Trying,Apple TV+,,24,24,84,84,12,13,196,172,12,,888,793,1
Amazon,N/A,Syndication,22,22,203,203,1,14,113,95,5,,762,666,1
Shadow,Netflix,,22,17,175,144,1,18,67,35,2,,428,249,1
Shrink,Seeso,,22,1,161,1,8,6,150,3,8,,1262,35,1
The Mandalorian,Disney+,,21,21,179,179,3,4,81,72,3,,597,558,1
Shrinking,Apple TV+,,21,18,160,108,8,5,148,137,8,,1250,1152,1
This Week,N/A,BBC One,19,13,122,82,1,14,130,84,8,,987,677,1
Extra,N/A,Syndication,18,1,122,0,1,14,157,10,7,,1371,31,1
The Leftovers,N/A,HBO,18,17,104,79,1,13,91,75,3,,513,415,1
Aile,N/A,Show TV,18,0,91,0,2,6,75,0,3,,382,0,4
Perry Mason,N/A,HBO,17,16,235,225,2,-1,51,47,2,,479,456,1
Class of '07,Prime Video,,16,2,127,39,1,16,16,2,1,,127,39,8
LOVER,N/A,DR3,16,15,70,68,1,14,21,18,1,,79,72,1
Detective,N/A,Lifetime,16,15,59,56,1,9,110,93,4,,658,561,1
Loving,N/A,ABC,15,15,111,111,1,7,112,98,5,14-03-2023,787,696,1
The Plot,Disney+,,15,14,74,73,2,2,117,84,3,,689,485,1
Lost,N/A,jTBC,15,15,60,60,3,0,120,105,7,,563,494,1
Away,Netflix,,14,14,127,127,2,3,129,102,9,,845,712,1
Poker Face,Peacock,,14,13,117,112,9,-11,224,207,9,,1896,1782,1
Catch,N/A,NPO 3,14,14,106,106,3,-3,115,82,4,,794,590,1
Power,N/A,STARZ,14,7,93,18,1,5,124,58,4,,773,288,1
Trap,N/A,OCN,13,1,94,2,1,12,27,3,1,,169,-15,1
The Act,Hulu,,13,0,66,0,1,4,165,0,9,14-03-2023,952,0,1
