name,streaming,network,mentions,score,consecutive,gain,total mentions,total top,last date,total score,week added
Love,N/A,MBC,72,384,0,0,0,0,,0,1
Severance,Apple TV+,,39,374,0,0,0,0,,0,1
Kings,N/A,NBC,35,175,0,0,0,0,,0,1
Stone,N/A,ABC,34,209,0,0,0,0,,0,1
Vikings,N/A,BBC Two,28,139,0,0,0,0,,0,1
Peacemaker,HBO Max,,26,209,0,0,0,0,,0,1
Dark,Netflix,,23,136,0,0,0,0,,0,1
Raised by Wolves,HBO Max,,22,212,0,0,0,0,,0,1
Lost,N/A,jTBC,22,159,0,0,0,0,,0,1
Black,N/A,OCN,19,121,0,0,0,0,,0,1
The Act,Hulu,,18,128,0,0,0,0,,0,1
Euphoria,N/A,HOT3,16,140,0,0,0,0,,0,1
Trying,Apple TV+,,16,129,0,0,0,0,,0,1
The Rig,Prime Video,,15,87,0,0,0,0,,0,1
Move,Netflix,,15,77,0,0,0,0,,0,1
1883,Paramount+,,15,75,0,0,0,0,,0,1
Murder,N/A,BBC Two,15,68,0,0,0,0,,0,1
Blind,TVING,tvN,13,103,0,0,0,0,,0,1
The Plot,Disney+,,13,81,0,0,0,0,,0,1
Family,N/A,ITV1,13,62,0,0,0,0,,0,1
Loving,N/A,ABC,12,88,0,0,0,0,,0,1
The Righteous Gemstones,N/A,HBO,12,80,0,0,0,0,,0,1
Honest,N/A,ITV1,12,66,0,0,0,0,,0,1
Release,Topic,,12,61,0,0,0,0,,0,1
The One,Netflix,,12,46,0,0,0,0,,0,1
Delete,N/A,REELZ,12,26,0,0,0,0,,0,1
VICE,N/A,Showtime,11,79,0,0,0,0,,0,1
This Week,N/A,BBC One,11,76,0,0,0,0,,0,1
Alien,N/A,FX,11,58,0,0,0,0,,0,1
Reacher,Prime Video,,11,46,0,0,0,0,,0,1
Cult,N/A,The CW,11,36,0,0,0,0,,0,1
Television,N/A,ITV1,10,109,0,0,0,0,,0,1
Tommy,N/A,CBS,10,99,0,0,0,0,,0,1
Station Eleven,HBO Max,,10,72,0,0,0,0,,0,1
Elementary,N/A,CBS,10,63,0,0,0,0,,0,1
The After,Prime Video,,10,54,0,0,0,0,,0,1
Amazon,N/A,Syndication,10,53,0,0,0,0,,0,1
Kingdom,N/A,Mnet,10,52,0,0,0,0,,0,1
Fringe,N/A,FOX,10,44,0,0,0,0,,0,1
Review,N/A,Comedy Central,10,25,0,0,0,0,,0,1
The Leftovers,N/A,HBO,9,93,0,0,0,0,,0,1
Today,N/A,NBC,9,73,0,0,0,0,,0,1
The Gilded Age,N/A,HBO,9,57,0,0,0,0,,0,1
The Afterparty,Apple TV+,,9,48,0,0,0,0,,0,1
Itch,N/A,ABC ME,9,45,0,0,0,0,,0,1
Suspicion,Apple TV+,,9,41,0,0,0,0,,0,1
Monk,N/A,USA Network,9,37,0,0,0,0,,0,1
