name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Better,BBC iPlayer,,47,46,275,271,8,-20,454,449,8,,2174,2160,7
Will,N/A,TNT,42,42,218,218,8,-11,395,375,8,,1735,1631,7
Succession,N/A,HBO,31,31,385,385,6,-13,238,196,9,,1913,1624,1
Agent,Netflix,,26,24,189,181,2,-13,87,73,2,,602,521,1
Yellowjackets,N/A,Showtime,24,24,359,359,2,7,96,73,2,,994,860,1
Ted Lasso,Apple TV+,,23,22,229,215,4,-13,210,178,11,,1448,1242,1
Black,N/A,OCN,23,20,184,133,14,-2,244,186,14,,1421,1113,1
The Night Agent,Netflix,,22,20,171,163,2,-15,61,59,2,,426,418,1
Barry,N/A,HBO,20,19,171,161,1,12,98,79,3,,764,653,1
Perry Mason,N/A,HBO,19,17,175,143,1,11,78,72,3,24-03-2023,765,710,1
The Mandalorian,Disney+,,19,17,173,171,5,7,112,100,5,,843,797,1
STAT,N/A,ICI Radio-Canada Télé,19,0,157,0,4,4,102,2,5,,596,4,6
Power,N/A,STARZ,18,14,89,76,3,2,158,85,6,,909,400,1
House,N/A,FOX,18,18,60,60,1,11,166,121,8,,754,522,1
The InBetween,N/A,NBC,17,16,144,129,1,12,74,52,2,,590,416,1
Beef,Netflix,,17,17,105,105,1,17,21,20,1,,121,120,1
Mr Inbetween,N/A,FX,16,6,142,24,1,11,85,29,3,,653,175,1
The Act,Hulu,,16,0,112,0,3,6,191,0,11,,1122,0,1
Hero,N/A,MBC,16,5,38,9,1,7,115,44,4,,569,208,1
Star Trek: Picard,Paramount+,,15,2,158,55,6,4,99,7,6,,730,96,1
Rabbit Hole,Paramount+,,15,15,129,129,2,-6,38,34,2,,261,244,1
Lost,N/A,jTBC,15,14,47,46,1,9,141,125,8,24-03-2023,621,551,1
Party Down,Lionsgate+,,14,13,232,231,2,4,78,72,3,,889,858,1
Persona,Netflix,,14,1,114,9,2,-8,173,4,9,,827,32,1
Sona,YouTube,,14,1,114,9,2,-13,206,4,13,,1000,32,1
Shrink,Seeso,,13,0,139,0,10,-23,199,3,10,,1761,35,1
Shrinking,Apple TV+,,13,12,139,138,10,-23,197,183,10,,1749,1637,1
Loving,N/A,ABC,13,13,134,134,3,3,135,121,7,,1012,921,1
The Premise,Hulu,,13,13,91,91,1,8,109,98,4,,696,649,1
Detective,N/A,Lifetime,13,12,78,75,1,10,126,108,5,24-03-2023,753,653,1
Pose,N/A,FX,13,3,35,5,4,1,151,32,8,,569,102,1
Riot,N/A,FOX,12,10,114,110,2,2,72,53,2,,443,404,1
The Last of Us,N/A,HBO,12,10,93,90,12,-2,538,425,12,,4173,3593,1
Sent,N/A,HBO Asia,12,8,82,37,1,4,136,44,4,,729,223,1
Friends,N/A,ABC,12,10,79,44,1,8,95,63,2,,537,307,1
Unstable,Netflix,,12,12,65,65,1,12,14,14,1,,96,96,1
Shadow,Netflix,,12,10,54,51,3,2,89,55,4,,554,372,1
Trying,Apple TV+,,12,12,45,45,14,-8,228,203,14,,1062,965,1
This Week,N/A,BBC One,11,8,107,82,3,-3,155,101,10,,1177,817,1
The Big Door Prize,Apple TV+,,11,11,97,97,1,8,14,14,1,,115,115,3
Rain,MX Player,,11,9,77,52,4,1,119,76,6,,713,386,1
Thriller,N/A,ITV1,11,6,60,25,1,2,90,61,2,24-03-2023,506,308,1
Aile,N/A,Show TV,11,0,48,0,1,2,95,0,4,24-03-2023,458,0,4
Amazon,N/A,Syndication,11,10,41,29,3,1,134,115,7,,864,756,1
Strange,N/A,BBC One,11,8,41,29,1,3,100,57,3,,445,253,1
Heroes,N/A,CCTV-8,11,11,29,29,1,10,58,43,2,,312,225,1
Star Trek,N/A,NBC,10,10,122,122,1,4,96,84,2,,596,558,1
Patriot,Prime Video,,10,10,110,110,1,2,63,48,1,,414,385,1
Luck,N/A,HBO,10,1,98,1,1,3,58,9,1,,365,34,1
Cross,Prime Video,,10,5,97,15,1,3,87,48,3,,462,220,1
Away,Netflix,,10,10,57,57,4,0,149,121,11,,936,800,1
Severance,Apple TV+,,10,10,53,53,6,-8,219,156,12,,1522,1131,1
Lucky Hank,N/A,AMC,9,7,97,82,0,0,22,20,0,,209,194,2
Dogs,Netflix,,9,8,63,51,0,0,64,49,1,,348,278,1
Class,Netflix,,9,6,62,28,0,0,119,56,2,02-04-2023,934,511,1
Brot,N/A,Ríkisútvarpið,9,0,62,0,0,0,95,0,1,,531,0,1
Chernobyl,N/A,HBO,9,9,52,52,0,0,43,38,0,,280,233,1
STEVE,N/A,Syndication,9,0,50,0,0,0,44,16,0,,257,92,1
Treme,N/A,HBO,9,0,49,0,0,0,92,12,2,02-04-2023,479,45,1
The Power,Prime Video,,9,8,48,47,0,0,14,13,0,,88,87,1
Popular,N/A,The WB,9,9,41,41,0,0,87,68,0,,369,295,1
Release,Topic,,9,5,39,22,0,0,138,42,5,02-04-2023,779,248,1
Breaking Bad,N/A,AMC,9,8,34,33,0,0,101,83,2,,528,449,1
The Wire,N/A,HBO,9,8,32,28,0,0,153,137,7,,860,712,1
The One,Netflix,,9,5,32,18,0,0,96,65,4,,488,386,1
Home,Apple TV+,,9,5,23,15,0,0,119,52,2,,669,304,1
The Americans,N/A,NBC,8,8,120,120,0,0,96,83,3,,701,649,1
Poker Face,Peacock,,8,8,110,110,0,0,234,217,9,,2018,1904,1
Burn Notice,N/A,USA Network,8,8,85,85,0,0,15,14,0,,151,150,1
Happy,N/A,NBC,8,8,85,85,0,0,192,165,10,,1081,886,1
Stuck,N/A,TLC,8,8,81,81,0,0,38,33,0,,225,203,1
Case,N/A,Stöð 2,8,5,69,31,0,0,131,89,4,,716,510,1
Better Off Ted,N/A,ABC,8,7,59,56,0,0,18,14,0,,89,79,1
SWARM,Bilibili,,8,6,53,40,0,0,67,62,2,02-04-2023,578,533,1
Swarm,Prime Video,,8,6,53,40,0,0,67,62,2,02-04-2023,578,533,7
Finally,N/A,MBC,8,8,49,49,0,0,8,8,0,,49,49,14
Lore,Prime Video,,8,4,37,14,0,0,52,29,0,,263,132,1
rage,N/A,ABC,8,8,32,32,0,0,87,53,0,,371,225,1
The English,BBC iPlayer,,8,7,29,25,0,0,81,58,2,,424,274,1
Delete,N/A,REELZ,8,0,28,0,0,0,99,2,4,,203,6,1
The Deleted,fullscreen,,8,8,28,28,0,0,87,76,3,,189,170,1
Anne,N/A,ITV1,8,0,28,0,0,0,96,14,2,,484,105,1
Space,N/A,CBS,8,6,19,13,0,0,91,68,1,,505,429,1
Station Eleven,HBO Max,,7,7,100,100,0,0,57,49,1,,337,314,1
Easy,Netflix,,7,7,67,67,0,0,113,97,4,,777,710,1
Black Bird,Apple TV+,,7,7,62,62,0,0,57,41,1,02-04-2023,477,369,1
Beat,Prime Video,,7,5,58,53,0,0,51,26,0,,249,163,1
Brothers,N/A,Showtime,7,7,54,54,0,0,52,45,0,,311,221,1
The Brothers,N/A,BBC One,7,7,54,54,0,0,49,45,0,,289,221,1
Sisters,N/A,Network 10,7,6,53,48,0,0,77,54,1,,562,403,1
Bad Sisters,Apple TV+,,7,7,53,53,0,0,72,52,1,,540,400,1
Sort Of,CBC Gem,,7,7,42,42,0,0,111,98,3,,529,465,1
Gone,N/A,Investigation Discovery,7,7,40,40,0,0,53,43,0,,243,222,1
Holding,ITVX,,7,7,40,40,0,0,22,21,0,,112,111,1
Shadow and Bone,Netflix,,7,7,38,38,0,0,32,29,1,,241,227,1
Elementary,N/A,CBS,7,6,36,32,0,0,77,65,0,,466,369,1
Caught,N/A,CBC,7,7,36,36,0,0,73,61,1,02-04-2023,386,346,1
Black Sails,N/A,STARZ,7,7,33,33,0,0,36,27,0,,176,141,1
Sign,N/A,TV Asahi,7,4,31,23,0,0,69,21,0,,357,107,1
The Plot,Disney+,,7,7,23,23,0,0,133,99,3,,760,554,1
Justified,N/A,FX,7,7,18,18,0,0,71,69,2,,348,344,1
Limit,N/A,TV Tokyo,7,1,15,3,0,0,52,3,0,,233,19,1
The Killing,Shahid,,6,6,52,52,0,0,51,45,0,,231,211,1
Band of Brothers,N/A,HBO,6,6,49,49,0,0,35,31,0,,183,159,1
Suspense,N/A,BBC One,6,3,44,15,0,0,40,26,0,,195,115,1
Liar,N/A,ITV1,6,6,40,40,0,0,63,52,1,,301,259,1
Murder,N/A,BBC Two,6,3,40,33,0,0,177,85,7,,1026,512,1
Trap,N/A,OCN,6,1,39,4,0,0,43,4,2,02-04-2023,266,-11,1
Extra,N/A,Syndication,6,1,37,2,0,0,177,12,8,02-04-2023,1480,35,1
Dope,Netflix,,6,2,35,16,0,0,26,7,0,,222,35,1
The Great,Hulu,,6,3,33,17,0,0,88,40,2,,373,201,1
The Glory,Netflix,,6,6,31,31,0,0,62,51,1,,318,255,1
Human,Disney+ Hotstar,,6,3,28,19,0,0,62,35,1,,257,125,1
Today,N/A,NBC,6,6,27,27,0,0,78,63,0,,521,425,1
Wanted,N/A,SBS,6,6,26,26,0,0,127,103,6,02-04-2023,686,472,1
The Expanse,Prime Video,,6,5,25,17,0,0,76,49,1,,485,352,1
