name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Rising,Hill.TV,,6,3,25,7,0,0,79,30,0,,455,108,1
New Worlds,N/A,Channel 4,6,6,24,24,0,0,28,27,0,,119,118,1
New World,Netflix,,6,0,24,0,0,0,32,3,0,,153,23,1
The Grinder,N/A,FOX,6,6,23,23,0,0,6,6,0,,23,23,1
Woman,N/A,NTV,6,5,23,18,0,0,59,41,0,,270,183,1
Sharp Objects,N/A,HBO,6,6,22,22,0,0,21,16,0,,101,77,1
Slow Horses,Apple TV+,,6,6,21,21,0,0,127,69,4,,1071,543,1
Missing,N/A,BBC One,6,6,20,20,0,0,81,67,1,,343,263,1
The Missing,N/A,Discovery Channel,6,6,20,20,0,0,76,67,1,,318,263,1
Eureka,N/A,Syfy,6,5,19,17,0,0,8,7,0,,41,39,1
Get Shorty,N/A,MGM+,6,5,19,17,0,0,26,22,0,,88,72,1
Search,N/A,OCN,6,5,19,17,0,0,59,33,1,,151,98,1
Believe,N/A,NBC,6,5,12,10,0,0,112,83,5,02-04-2023,526,402,1
Condor,Pickbox NOW,,6,6,11,11,0,0,20,14,0,,66,50,1
Better Call Saul,N/A,AMC,6,4,9,6,0,0,94,57,3,02-04-2023,416,256,1
Tonight,N/A,ITV1,5,5,92,92,0,0,59,52,0,,406,379,1
The Middle,N/A,ABC,5,5,87,87,0,0,67,55,0,,428,329,1
Doubt,N/A,CBS,5,2,80,10,0,0,46,27,0,,291,125,1
Played,N/A,CTV,5,5,48,48,0,0,151,136,6,,876,754,1
Family,N/A,ITV1,5,5,46,46,0,0,142,111,7,,817,614,1
The Patient,Hulu,,5,3,46,15,0,0,29,20,0,,158,107,1
Rain Dogs,N/A,HBO,5,5,41,41,0,0,16,14,0,,105,93,3
Rita,N/A,TV2,5,2,38,10,0,0,44,4,0,,215,26,1
Aspe,N/A,VTM,5,0,36,0,0,0,64,0,0,,340,0,1
Extrapolations,Apple TV+,,5,5,35,35,0,0,26,26,1,,211,211,6
Great Expectations,Hulu,,5,4,33,32,0,0,6,5,0,,35,34,1
Toon,KPN Presenteert,,5,3,33,26,0,0,29,18,0,,126,84,1
Abbott Elementary,N/A,ABC,5,4,33,29,0,0,58,48,0,,343,312,1
Hunter,N/A,CBS,5,2,32,28,0,0,66,17,2,,398,176,1
Bosch,Prime Video,,5,5,31,31,0,0,42,32,0,,341,284,1
Mr. Robot,N/A,USA Network,5,1,30,3,0,0,64,25,2,,421,193,1
Skin,N/A,FOX,5,2,30,7,0,0,55,8,0,,204,38,1
Kept,N/A,VH1,5,4,30,26,0,0,84,68,1,,433,369,1
Ramo,N/A,Show TV,5,0,29,0,0,0,49,0,0,,260,0,1
Star Wars: Andor,Disney+,,5,0,29,0,0,0,118,0,5,,742,0,1
Survivor,N/A,ΣΚΑΪ Τηλεόραση,5,4,28,25,0,0,30,27,0,,142,130,1
Ella,N/A,VTM,5,0,27,0,0,0,85,29,2,,475,130,1
Out There,N/A,IFC,5,4,26,25,0,0,38,27,0,,178,137,1
Psych,N/A,USA Network,5,1,25,1,0,0,64,8,0,,363,42,1
Medic,N/A,NBC,5,3,25,11,0,0,65,33,1,,355,201,1
The British,N/A,Sky Atlantic,5,5,25,25,0,0,107,91,4,,597,518,1
The Audience,N/A,Channel 4,5,4,24,13,0,0,58,44,0,,262,196,1
Review,N/A,Comedy Central,5,1,21,1,0,0,135,30,7,02-04-2023,580,176,1
The Recruit,Netflix,,5,3,21,10,0,0,26,10,0,,113,35,1
Player,N/A,OCN,5,4,21,8,0,0,40,20,0,,235,71,1
Grace,N/A,HBO Asia,5,4,21,19,0,0,23,18,0,,132,101,1
Fringe,N/A,FOX,5,5,20,20,0,0,37,32,0,,192,178,1
The 100,N/A,The CW,5,5,19,19,0,0,14,12,0,,38,42,1
Stupid,N/A,BBC One,5,4,19,18,0,0,76,52,0,,269,168,1
True Detective,N/A,HBO,5,5,17,17,0,0,44,39,0,,239,208,1
Welcome,N/A,KBS2,5,5,17,17,0,0,41,28,0,,294,240,1
Strike,BBC iPlayer,,5,4,15,13,0,0,57,45,0,,234,204,1
Warehouse 13,N/A,Syfy,5,4,14,12,0,0,8,7,0,,28,26,1
Leverage,N/A,TV Chosun,5,5,14,14,0,0,8,6,0,,29,27,1
Reign,N/A,The CW,5,5,13,13,0,0,24,20,0,,108,86,1
The Mentalist,N/A,CBS,5,5,12,12,0,0,9,9,0,,33,33,1
Mental,RaiPlay,,5,0,12,0,0,0,53,22,0,,239,69,1
Huge,N/A,Freeform,5,4,11,9,0,0,88,77,1,,502,467,1
Alien,N/A,FX,5,3,11,6,0,0,30,13,0,,95,42,1
Bang,N/A,S4C,5,2,8,4,0,0,50,14,0,,289,62,1
Move,Netflix,,5,3,8,4,0,0,150,40,7,02-04-2023,689,239,1
