name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Trap,N/A,OCN,10,0,58,0,2,-3,37,3,2,,227,-15,1
Caught,N/A,CBC,10,10,57,57,1,4,66,54,1,,350,310,1
Treme,N/A,HBO,10,1,49,3,1,3,83,12,2,,430,45,1
Black Bird,Apple TV+,,10,10,48,48,1,10,50,34,1,,415,307,1
Better Call Saul,N/A,AMC,10,7,41,23,1,8,88,53,3,22-03-2023,407,250,1
Away,Netflix,,10,9,34,31,3,-4,139,111,10,,879,743,1
Believe,N/A,NBC,10,8,11,20,1,3,106,78,5,,514,392,1
Home,Apple TV+,,9,6,73,58,0,0,110,47,2,,646,289,1
Brot,N/A,Ríkisútvarpið,9,0,73,0,0,0,86,0,1,,469,0,1
Played,N/A,CTV,9,9,71,71,0,0,146,131,6,,828,706,1
Thriller,N/A,ITV1,9,7,52,39,0,0,79,55,1,24-03-2023,446,283,1
The Plot,Disney+,,9,8,48,46,0,0,126,92,3,24-03-2023,737,531,1
The Wire,N/A,HBO,9,9,47,47,0,0,144,129,7,,828,684,1
Hero,N/A,MBC,9,7,40,21,0,0,99,39,3,,531,199,1
Sort Of,CBC Gem,,9,9,38,38,0,0,104,91,3,,487,423,1
Aile,N/A,Show TV,9,0,28,0,0,0,84,0,3,24-03-2023,410,0,4
Limit,N/A,TV Tokyo,9,0,18,0,0,0,45,2,0,,218,16,1
Barry,N/A,HBO,8,8,114,114,0,0,78,60,2,,593,492,1
Perry Mason,N/A,HBO,8,8,111,111,0,0,59,55,2,24-03-2023,590,567,1
Kept,N/A,VH1,8,7,103,99,0,0,79,64,1,,403,343,1
Patriot,Prime Video,,8,7,91,89,0,0,53,38,0,,304,275,1
Murder,N/A,BBC Two,8,4,80,64,0,0,171,82,7,24-03-2023,986,479,1
Extrapolations,Apple TV+,,8,8,53,53,0,0,21,21,1,24-03-2023,176,176,6
Strange,N/A,BBC One,8,7,48,45,0,0,89,49,2,,404,224,1
Sent,N/A,HBO Asia,8,5,41,18,0,0,124,36,3,,647,186,1
Return,N/A,SBS,8,7,39,28,0,0,47,29,0,,243,146,1
Money,N/A,BBC Two,8,8,38,38,0,0,46,38,0,,250,210,1
Norm,N/A,ABC,8,0,35,0,0,0,84,1,0,,479,1,1
Huge,N/A,Freeform,8,8,30,30,0,0,83,73,1,,491,458,1
Evil,Paramount+,,8,6,20,13,0,0,133,85,4,,597,350,1
Chemistry,N/A,Cinemax,8,8,17,17,0,0,48,43,0,,216,199,1
Chance,Hulu,,8,7,-10,-12,0,0,88,62,4,,385,279,1
The Building,N/A,CBS,7,7,54,54,0,0,80,64,1,,511,411,1
Threads,go90,,7,7,52,52,0,0,41,32,0,,307,263,1
Blind,TVING,tvN,7,3,49,28,0,0,67,22,2,,422,186,1
Push,N/A,ABC,7,3,48,22,0,0,52,19,0,,261,62,1
Luck,N/A,HBO,7,0,46,0,0,0,48,8,0,,267,33,1
Beyond,N/A,Freeform,7,7,46,46,0,0,42,35,0,,213,179,1
Alone,N/A,History,7,7,40,40,0,0,72,56,1,,272,213,1
House,N/A,FOX,7,7,39,39,0,0,148,103,7,,694,462,1
Banshee,N/A,Cinemax,7,7,39,39,0,0,60,47,1,24-03-2023,356,257,1
Ramo,N/A,Show TV,7,0,39,0,0,0,44,0,0,,231,0,1
Strike,BBC iPlayer,,7,5,36,24,0,0,52,41,0,,219,191,1
Cross,Prime Video,,7,5,35,27,0,0,77,43,2,,365,205,1
Anne,N/A,ITV1,7,0,31,0,0,0,88,14,2,,456,105,1
Released,N/A,Oprah Winfrey Network,7,7,31,31,0,0,79,63,0,,449,380,1
Stupid,N/A,BBC One,7,6,28,18,0,0,71,48,0,,250,150,1
Anna,N/A,Sky Atlantic,7,6,12,10,0,0,58,41,0,,439,324,1
Feel Good,Netflix,,6,6,92,92,0,0,24,22,0,,227,214,1
The Expecting,Quibi,,6,6,87,87,0,0,60,53,1,,519,422,1
Tonight,N/A,ITV1,6,5,84,82,0,0,54,47,0,,314,287,1
Gran,N/A,BBC One,6,0,74,0,0,0,42,1,0,,230,4,1
Zero,Netflix,,6,6,70,70,0,0,45,34,0,,267,221,1
Bert,N/A,SVT1,6,4,69,64,0,0,33,18,0,,161,109,1
Slow Horses,Apple TV+,,6,6,56,56,0,0,121,63,4,,1050,522,1
Train,N/A,OCN,6,4,52,28,0,0,39,23,0,,271,150,1
Cult,N/A,The CW,6,2,49,21,0,0,83,30,0,,470,216,1
Shadow and Bone,Netflix,,6,6,49,49,0,0,25,22,1,24-03-2023,203,189,1
The Writer,N/A,MBC Drama,6,2,48,23,0,0,60,12,0,,255,72,1
Star Trek,N/A,NBC,6,6,45,45,0,0,86,74,1,,474,436,1
Lucky Hank,N/A,AMC,6,6,44,44,0,0,13,13,0,,112,112,2
Twin,NRK TV,,6,5,42,39,0,0,43,36,0,,179,146,1
Empire,N/A,CBS,6,4,41,26,0,0,56,42,1,,213,152,1
For All Mankind,Apple TV+,,6,5,40,29,0,0,52,29,1,,334,217,1
Fortuna,N/A,NRK1,6,0,38,0,0,0,73,0,0,,312,0,1
Space,N/A,CBS,6,6,37,37,0,0,83,62,1,,486,416,1
rage,N/A,ABC,6,4,32,19,0,0,79,45,0,,339,193,1
Blue,Hulu,,6,6,29,29,0,0,38,24,0,,174,96,1
High School,Amazon Freevee,,6,6,29,29,0,0,26,19,0,,200,153,1
The Glory,Netflix,,6,6,28,28,0,0,56,45,1,24-03-2023,287,224,1
Sisters,N/A,Network 10,6,5,26,23,0,0,70,48,1,,509,355,1
Case,N/A,Stöð 2,6,4,26,-7,0,0,123,84,4,,647,479,1
100%,N/A,Channel 5,6,6,26,26,0,0,44,35,0,,216,184,1
Bad Sisters,Apple TV+,,6,5,26,23,0,0,65,45,1,,487,347,1
Ghost,N/A,SBS,6,4,23,14,0,0,99,34,3,,456,142,1
Ella,N/A,VTM,6,4,23,21,0,0,80,29,2,,448,130,1
Justified,N/A,FX,6,6,21,21,0,0,64,62,2,,330,326,1
Breaking Bad,N/A,AMC,6,6,21,21,0,0,92,75,2,,494,416,1
Station Eleven,HBO Max,,6,6,21,21,0,0,50,42,1,,237,214,1
Bull,N/A,CBS,6,0,17,0,0,0,44,3,0,,165,2,1
The Shield,N/A,FX,6,6,16,16,0,0,33,29,0,,152,130,1
Goblin,N/A,tvN,6,6,12,12,0,0,13,9,0,,39,27,1
Lost,N/A,jTBC,6,6,11,11,0,0,126,111,7,24-03-2023,574,505,1
Missing,N/A,BBC One,6,6,4,4,0,0,75,61,1,,323,243,1
The Missing,N/A,Discovery Channel,6,6,4,4,0,0,70,61,1,,298,243,1
Skin,N/A,FOX,6,0,-11,0,0,0,50,6,0,,174,31,1
Today,N/A,NBC,5,5,95,95,0,0,72,57,0,,494,398,1
STEVE,N/A,Syndication,5,3,90,35,0,0,35,16,0,,207,92,1
Rome,N/A,HBO,5,5,75,75,0,0,43,34,0,,252,192,1
Psych,N/A,USA Network,5,0,62,0,0,0,59,7,0,,338,41,1
Psycho,N/A,ARTE,5,1,62,2,0,0,43,8,0,,266,34,1
Mad Men,N/A,AMC,5,5,44,44,0,0,51,48,1,,361,343,1
Twin Peaks,N/A,Showtime,5,5,39,39,0,0,35,33,0,,137,117,1
Bodyguard,N/A,BBC One,5,5,33,33,0,0,14,12,0,,60,56,1
The Night Of,N/A,HBO,5,5,31,31,0,0,16,13,0,,129,103,1
Brothers,N/A,Showtime,5,5,29,29,0,0,45,38,0,,257,167,1
The Brothers,N/A,BBC One,5,5,29,29,0,0,42,38,0,,235,167,1
Happy,N/A,NBC,5,5,28,28,0,0,184,157,10,24-03-2023,996,801,1
Mr Inbetween,N/A,FX,5,3,26,12,0,0,69,23,2,,511,151,1
The InBetween,N/A,NBC,5,4,26,18,0,0,57,36,1,,446,287,1
Unbelievable,Netflix,,5,5,25,25,0,0,17,14,0,,111,85,1
The Sopranos,N/A,HBO,5,5,23,23,0,0,101,83,5,,547,457,1
The Shining,N/A,ABC,5,5,23,23,0,0,8,7,0,,34,30,1
The Premise,Hulu,,5,5,22,22,0,0,96,85,3,,605,558,1
Beat,Prime Video,,5,2,19,11,0,0,44,21,0,,191,110,1
Bad Guy,N/A,SBS,5,2,18,8,0,0,17,8,0,,49,30,1
Major,N/A,NHK,5,3,18,28,0,0,73,52,1,,322,269,1
The Bad Guy,Prime Video,,5,2,18,8,0,0,17,8,0,,49,30,1
The Company,N/A,TNT,5,5,16,16,0,0,32,30,0,,141,134,1
Stuck,N/A,TLC,5,5,16,16,0,0,30,25,0,,144,122,1
Romance,N/A,France 2,5,5,16,16,0,0,52,45,1,24-03-2023,306,264,1
Truth,Youku,,5,5,15,15,0,0,28,22,0,,165,119,1
The Killing,Shahid,,5,5,14,14,0,0,45,39,0,,179,159,1
Sunshine,N/A,SBS,5,5,12,12,0,0,12,8,0,,47,35,1
Monarch,N/A,FOX,5,5,12,12,0,0,12,8,0,,30,18,1
Dogs,Netflix,,5,4,11,10,0,0,55,41,1,,285,227,1
With You,iQIYI,,5,2,8,4,0,0,51,27,1,,131,72,1
Rita,N/A,TV2,5,0,6,0,0,0,39,2,0,,177,16,1
Queen,MX Player,,5,4,6,4,0,0,31,19,0,,188,101,1
American Auto,N/A,NBC,5,5,-1,-1,0,0,32,30,0,,89,79,1
Punch,N/A,SBS,5,2,-6,-12,0,0,16,9,0,,48,22,1
