name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
The Last of Us,N/A,HBO,76,61,587,519,2,22,138,102,2,,1108,908,1
Played,N/A,CTV,33,33,233,233,2,15,65,51,2,,420,300,1
Happy,N/A,NBC,26,26,181,181,4,11,67,41,4,,459,275,1
Severance,Apple TV+,,24,24,145,145,4,7,93,41,4,,655,306,1
The Act,Hulu,,18,0,156,0,4,1,69,0,4,,399,0,1
Brot,N/A,Ríkisútvarpið,18,0,56,0,1,13,34,0,1,,186,0,1
Happy Valley,N/A,BBC One,17,17,110,110,2,7,42,26,2,,290,174,1
Black,N/A,OCN,16,15,65,73,4,3,69,25,4,,396,176,1
That '90s Show,Netflix,,15,3,136,43,1,12,18,3,1,,141,43,1
Away,Netflix,,15,15,74,74,4,5,48,25,4,,242,126,1
Review,N/A,Comedy Central,14,3,67,19,4,-2,57,5,4,,238,31,1
Trying,Apple TV+,,14,14,32,32,4,-1,50,29,4,,146,69,1
Sona,YouTube,,13,0,63,0,4,-4,55,0,4,,220,0,1
House,N/A,FOX,13,13,53,53,4,-7,66,30,4,,319,119,1
Evil,Paramount+,,13,11,38,34,1,5,54,19,1,14-01-2023,261,95,1
This Week,N/A,BBC One,12,12,77,77,4,2,48,20,4,,297,131,1
Extra,N/A,Syndication,12,0,71,0,1,8,23,2,1,,167,6,1
Amazon,N/A,Syndication,12,12,55,55,2,1,38,23,2,,194,110,1
Slow Horses,Apple TV+,,11,10,153,151,4,0,75,21,4,,758,264,1
Easy,Netflix,,11,11,123,123,1,2,35,20,1,,238,174,1
Sisters,N/A,Network 10,11,11,94,94,1,7,33,15,1,,286,150,1
Ted Lasso,Apple TV+,,11,8,65,54,2,1,42,17,2,,246,94,1
Extraordinary,Disney+,,11,11,62,62,1,9,16,13,1,,134,77,1
Major,N/A,NHK,11,11,46,46,1,5,31,16,1,,130,79,1
The Plot,Disney+,,11,10,44,41,1,2,42,18,1,14-01-2023,194,71,1
Hunter,N/A,CBS,11,1,32,7,2,-2,35,1,2,,158,7,1
Poker Face,Peacock,,10,10,85,85,1,10,10,10,1,,85,85,1
Legend,N/A,UPN,10,9,81,69,1,6,20,13,1,,165,93,1
The One,Netflix,,10,8,70,58,2,0,32,17,2,,176,107,1
The White Lotus,N/A,HBO,10,10,59,59,1,2,52,18,1,14-01-2023,317,133,1
Family,N/A,ITV1,10,10,47,47,4,-1,52,21,4,,323,120,1
Derry Girls,N/A,Channel 4,10,9,43,39,1,8,16,10,1,,79,55,1
Lost,N/A,jTBC,10,10,42,42,2,-2,36,22,2,,147,80,1
Connect,Disney+,,10,1,42,8,1,7,25,2,1,,114,9,1
The British,N/A,Sky Atlantic,10,9,34,32,1,4,30,15,1,14-01-2023,117,61,1
The Wire,N/A,HBO,10,10,26,26,2,-1,33,21,2,,226,104,1
Hunters,Prime Video,,10,10,25,25,2,-3,28,23,2,,83,62,1
Servant,Apple TV+,,9,9,68,68,0,0,23,19,0,20-01-2023,147,106,1
Chemistry,N/A,Cinemax,9,9,62,62,0,0,15,10,0,,80,63,1
Home,Apple TV+,,9,7,57,30,0,0,35,10,0,,200,34,1
Huge,N/A,FreeForm,9,9,52,52,0,0,21,13,0,,90,67,1
Persona,Netflix,,9,0,52,0,0,0,43,0,0,20-01-2023,188,0,1
Power,N/A,STARZ,9,7,50,45,0,0,36,11,0,,234,69,1
Murder,N/A,BBC Two,9,4,48,18,0,0,44,12,0,,252,53,1
Cult,N/A,The CW,9,2,45,2,0,0,33,5,0,,143,41,1
The Premise,Hulu,,9,9,45,45,0,0,24,15,0,,103,66,1
Wanted,N/A,SBS,9,9,44,44,0,0,43,19,0,20-01-2023,280,66,1
Elementary,N/A,CBS,9,8,42,36,0,0,22,13,0,,140,51,1
Breaking Bad,N/A,AMC,9,8,23,20,0,0,25,9,0,,102,25,1
Popular,N/A,The WB,9,7,21,14,0,0,28,13,0,,90,34,1
