name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Sent,N/A,HBO Asia,9,3,13,-5,0,0,41,5,0,,185,0,1
Brothers,N/A,Showtime,9,8,11,8,0,0,17,11,0,,109,31,1
The Brothers,N/A,BBC One,9,8,11,8,0,0,14,11,0,,87,31,1
Aile,N/A,Show TV,8,0,93,0,0,0,8,0,0,,93,0,4
Sunday,N/A,See,8,8,91,91,0,0,15,10,0,,167,114,1
Acapulco,Apple TV+,,8,7,90,86,0,0,26,15,0,,180,135,1
Bad Sisters,Apple TV+,,8,8,85,85,0,0,29,12,0,,264,141,1
Fleishman is in Trouble,Hulu,,8,7,80,77,0,0,33,14,0,,307,158,1
Bang,N/A,S4C,8,4,70,21,0,0,17,4,0,,111,21,1
Halfway,N/A,BBC Two Wales,8,8,62,62,0,0,21,13,0,,174,111,1
Pose,N/A,FX,8,0,56,0,0,0,51,5,0,20-01-2023,185,10,1
Six Feet Under,N/A,HBO,8,7,50,47,0,0,14,11,0,,84,66,1
Abbott Elementary,N/A,ABC,8,7,50,44,0,0,17,9,0,,78,52,1
Treme,N/A,HBO,8,2,49,6,0,0,30,4,0,,183,21,1
Gran,N/A,BBC One,8,1,47,5,0,0,15,1,0,,72,5,1
Monk,N/A,USA Network,8,4,46,18,0,0,16,5,0,,79,20,1
The Boys,Prime Video,,8,7,46,43,0,0,22,9,0,,173,73,1
Release,Topic,,8,6,46,35,0,0,42,12,0,20-01-2023,210,65,1
Zero,Netflix,,8,8,45,45,0,0,19,9,0,,94,54,1
Peacock,BBC iPlayer,,8,7,45,40,0,0,22,14,0,,102,72,1
The Leftovers,N/A,HBO,8,8,42,42,0,0,24,14,0,,124,67,1
Pachinko,Apple TV+,,8,8,38,38,0,0,22,15,0,,107,69,1
Faith,N/A,ITV1,8,1,37,9,0,0,19,4,0,,91,17,1
The Expanse,Prime Video,,8,6,36,30,0,0,41,19,0,20-01-2023,253,182,1
Detective,N/A,Lifetime,8,7,34,33,0,0,28,15,0,,156,73,1
Vikings,N/A,BBC Two,8,8,29,29,0,0,20,16,0,,126,64,1
The Sopranos,N/A,HBO,8,8,29,29,0,0,30,15,0,,161,89,1
The Devil,N/A,KBS2,8,8,27,27,0,0,24,11,0,,102,51,1
Believe,N/A,NBC,8,8,22,22,0,0,36,18,0,20-01-2023,182,78,1
Thriller,N/A,ITV1,8,8,20,20,0,0,27,12,0,,152,58,1
Band of Brothers,N/A,HBO,8,7,6,3,0,0,13,10,0,,38,26,1
Ella,N/A,VTM,7,2,75,18,0,0,32,5,0,20-01-2023,192,-12,1
Tonight,N/A,ITV1,7,7,70,70,0,0,16,11,0,,103,78,1
Mood,BBC iPlayer,,7,6,69,68,0,0,13,7,0,,94,85,1
The Expecting,Quibi,,7,7,53,53,0,0,20,14,0,,177,90,1
Space,N/A,CBS,7,7,46,46,0,0,29,13,0,,172,114,1
Loving,N/A,ABC,7,7,46,46,0,0,32,18,0,20-01-2023,210,119,1
Grand,N/A,NBC,7,1,42,2,0,0,12,2,0,,59,10,1
Catch,N/A,NPO 3,7,6,35,29,0,0,31,11,0,,160,60,1
The English,BBC iPlayer,,7,7,34,34,0,0,36,17,0,20-01-2023,237,109,1
The Great,Hulu,,7,4,32,29,0,0,36,11,0,20-01-2023,147,65,1
College,N/A,Italia 1,7,7,27,27,0,0,17,11,0,,73,53,1
The Devil's Hour,Prime Video,,7,6,26,26,0,0,21,8,0,,100,45,1
Mars,N/A,GTV,7,7,23,23,0,0,10,7,0,,40,23,1
MARS,N/A,National Geographic Channel,7,7,23,23,0,0,10,7,0,,40,23,1
Reacher,Prime Video,,7,7,22,22,0,0,14,11,0,,49,43,1
The Good Place,N/A,NBC,7,6,21,17,0,0,8,6,0,,29,17,1
Superstore,N/A,NBC,7,7,19,19,0,0,8,7,0,,27,19,1
The Bear,Hulu,,7,7,18,18,0,0,32,16,0,,265,163,1
Player,N/A,OCN,6,3,70,20,0,0,18,5,0,,145,26,1
The Legend of Vox Machina,Prime Video,,6,6,59,59,0,0,7,7,0,,72,72,1
Anna,N/A,Sky Atlantic,6,6,59,59,0,0,22,10,0,,199,101,1
Black Bird,Apple TV+,,6,6,54,54,0,0,24,9,0,,191,87,1
GOLD,N/A,Fuji TV,6,0,50,0,0,0,25,1,0,,115,2,1
Anne,N/A,ITV1,6,1,45,9,0,0,25,3,0,,147,25,1
Paris,N/A,Channel 4,6,2,43,15,0,0,21,2,0,,120,15,1
Friends,N/A,ABC,6,5,40,38,0,0,28,6,0,,196,38,1
ReBoot,N/A,YTV,6,6,38,38,0,0,8,6,0,,62,38,1
Reboot,Hulu,,6,6,38,38,0,0,8,6,0,,62,38,1
Related,N/A,The WB,6,6,34,34,0,0,24,14,0,,127,77,1
Mayo,N/A,BBC One,6,0,32,0,0,0,23,0,0,,114,0,1
The Office,Shahid,,6,6,31,31,0,0,10,9,0,,56,54,1
Counterpart,N/A,STARZ,6,6,31,31,0,0,24,18,0,20-01-2023,93,66,1
Atlanta,N/A,FX,6,6,31,31,0,0,21,12,0,,110,55,1
The Scene,YouTube,,6,4,29,26,0,0,20,9,0,,93,53,1
Station Eleven,HBO Max,,6,5,29,22,0,0,11,8,0,,45,34,1
Doubt,N/A,CBS,6,5,27,26,0,0,18,8,0,,83,30,1
Sara,N/A,RTP2,6,0,20,0,0,0,19,1,0,20-01-2023,97,11,1
The Games,N/A,ABC,6,6,20,20,0,0,12,9,0,,33,24,1
The Building,N/A,CBS,6,6,19,19,0,0,26,15,0,,120,70,1
Human,Disney+ Hotstar,,6,4,19,16,0,0,18,6,0,,83,19,1
Case,N/A,Stöð 2,6,5,16,10,0,0,32,13,0,,147,72,1
Blood,N/A,Virgin Media One,6,5,13,12,0,0,25,9,0,,142,31,1
Rush,N/A,Network 10,6,1,8,3,0,0,22,3,0,20-01-2023,84,14,1
Star Wars: Andor,Disney+,,5,0,85,0,0,0,71,0,0,20-01-2023,427,0,1
Sign,N/A,TV Asahi,5,1,61,1,0,0,28,3,0,,150,4,1
For All Mankind,Apple TV+,,5,5,53,53,0,0,32,10,0,,221,115,1
Euphoria,N/A,HOT3,5,4,49,42,0,0,7,4,0,,59,42,1
Barry,N/A,HBO,5,5,41,41,0,0,23,9,0,,149,60,1
Sort Of,CBC Gem,,5,5,41,41,0,0,26,13,0,,156,92,1
Trop,ICI Tou.tv,,5,0,40,0,0,0,21,0,0,,105,0,1
Caught,N/A,CBC,5,5,37,37,0,0,22,11,0,,101,63,1
Liar,N/A,ITV1,5,4,35,30,0,0,14,6,0,,85,48,1
Mythic Quest,Apple TV+,,5,5,35,35,0,0,27,10,0,,174,64,1
Blown Away,Netflix,,5,5,32,32,0,0,9,7,0,,66,43,1
Switch,N/A,ITV2,5,0,31,0,0,0,8,1,0,,42,5,1
Velma,HBO Max,,5,5,31,31,0,0,15,11,0,,75,54,1
Taken,N/A,NBC,5,4,30,28,0,0,12,8,0,,52,37,1
Mr Inbetween,N/A,FX,5,2,30,5,0,0,33,5,0,,321,73,1
The InBetween,N/A,NBC,5,4,30,22,0,0,20,10,0,,249,152,1
Will Trent,N/A,ABC,5,4,30,25,0,0,11,9,0,,44,36,1
Shrink,Seeso,,5,1,29,10,0,0,5,1,0,,29,10,1
Move,Netflix,,5,4,29,27,0,0,38,6,0,20-01-2023,114,30,1
Mayor of Kingstown,Paramount+,,5,5,26,26,0,0,17,8,0,,88,48,1
Scrubs,N/A,ABC,5,5,24,24,0,0,7,5,0,,32,24,1
rage,N/A,ABC,5,1,24,10,0,0,27,7,0,,90,30,1
Baby,Netflix,,5,3,23,13,0,0,18,5,0,,77,18,1
Shadow,Netflix,,5,2,22,9,0,0,13,3,0,,83,14,1
Ramo,N/A,Show TV,5,0,22,0,0,0,18,0,0,,75,0,1
Riot,N/A,FOX,5,4,21,18,0,0,20,9,0,,70,47,1
Three-Body,Tencent QQ,,5,3,21,12,0,0,7,5,0,,30,21,3
Succession,N/A,HBO,5,5,20,20,0,0,43,11,0,,272,47,1
The Rehearsal,N/A,HBO,5,5,20,20,0,0,18,11,0,,78,38,1
Party Down,Lionsgate+,,5,5,19,19,0,0,5,5,0,,19,19,1
Hero,N/A,MBC,5,2,19,5,0,0,40,3,0,20-01-2023,243,11,1
The Following,N/A,FOX,5,4,18,10,0,0,13,8,0,,27,10,1
Connected,Netflix,,5,5,18,18,0,0,8,6,0,,38,35,1
The Glory,Netflix,,5,5,18,18,0,0,21,11,0,,107,46,1
Fauda,N/A,Yes,5,5,17,17,0,0,7,7,0,,17,17,1
Working,N/A,NBC,5,5,17,17,0,0,16,7,0,,81,35,1
Revenge,N/A,ABC,5,5,15,15,0,0,10,5,0,,54,15,1
House of the Dragon,N/A,HBO,5,3,15,-1,0,0,29,5,0,,184,13,1
Blind,TVING,tvN,5,2,15,12,0,0,28,10,0,20-01-2023,161,69,1
Your Honor,SonyLIV,,5,5,14,14,0,0,10,9,0,,44,37,1
The Sex Lives of College Girls,HBO Max,,5,5,14,14,0,0,11,8,0,,52,37,1
The Writer,N/A,MBC Drama,5,1,13,2,0,0,22,2,0,,86,4,1
Halt and Catch Fire,N/A,AMC,5,3,12,-1,0,0,10,4,0,,33,10,1
Life on Mars,N/A,OCN,5,5,12,12,0,0,5,5,0,,12,12,1
Sunny,Apple TV+,,5,5,12,12,0,0,7,6,0,,24,18,1
Twin,NRK TV,,5,3,10,8,0,0,12,10,0,,28,26,1
Fortuna,N/A,NRK1,5,0,10,0,0,0,22,0,0,,68,0,1
Random,YouTube,,5,1,7,1,0,0,20,5,0,,55,-4,1
Empire,N/A,CBS,5,3,5,2,0,0,12,5,0,,35,15,1
The Cut,N/A,BBC Two,5,1,-11,-5,0,0,7,1,0,,-7,-5,1
