name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Ride,N/A,Hallmark Channel,6,5,61,58,0,0,154,144,4,11-08-2023,1211,1147,16
Kept,N/A,VH1,6,6,52,52,0,0,213,184,3,,1179,1022,1
Primeval,N/A,W,6,6,50,50,0,0,60,56,2,,411,387,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,6,1,49,4,0,0,32,3,0,,290,21,1
Jury Duty,Amazon Freevee,,6,6,49,49,0,0,58,57,0,,508,502,21
Strange,N/A,BBC One,6,5,42,38,0,0,296,218,12,11-08-2023,1571,1274,1
The Act,Hulu,,6,0,38,0,0,0,471,1,28,11-08-2023,2956,7,1
The Lincoln Lawyer,Netflix,,6,6,38,38,0,0,53,52,1,11-08-2023,266,263,1
Missing,N/A,BBC One,6,6,35,35,0,0,171,156,2,,959,874,1
The Missing,N/A,Discovery Channel,6,6,35,35,0,0,166,156,2,,934,874,1
Sola,N/A,Chiba TV,6,0,33,0,0,0,24,0,0,,114,0,1
Sisters,N/A,Network 10,6,6,32,32,0,0,124,91,1,,809,606,1
SisterS,RTÉ Player,,6,6,32,32,0,0,41,31,0,,215,171,18
Silicon Valley,N/A,HBO,6,6,31,31,0,0,44,40,0,,252,241,1
Icon,N/A,Hallmark Channel,6,6,31,31,0,0,76,57,1,,403,294,1
The Project,N/A,Network 10,6,3,30,18,0,0,114,82,1,,728,576,1
Lioness,N/A,M-Net,6,5,29,27,0,0,17,15,0,,97,89,31
Today,N/A,NBC,6,6,27,27,0,0,204,181,3,,1307,1185,1
Delete,Netflix,,6,0,18,0,0,0,204,4,5,,483,13,1
The Deleted,fullscreen,,6,6,18,18,0,0,190,179,4,,462,443,1
School,N/A,BBC Two,6,6,14,14,0,0,175,149,5,,944,828,1
My Adventures with Superman,N/A,Adult Swim,5,5,64,64,0,0,16,15,0,,163,155,27
Slow Horses,Apple TV+,,5,4,58,55,0,0,212,146,5,,1663,1103,1
Hijack,Apple TV+,,5,5,51,51,0,0,174,155,7,11-08-2023,1366,1268,13
Invasion,Apple TV+,,5,5,49,49,0,0,122,112,7,,946,821,1
Power,N/A,STARZ,5,4,39,31,0,0,306,188,11,,1854,1007,1
Martin,N/A,FOX,5,4,38,30,0,0,43,29,0,,238,145,1
Epic,N/A,Destination America,5,3,38,13,0,0,83,37,0,,555,227,1
Minx,N/A,STARZ,5,5,38,38,0,0,27,24,0,,148,137,1
Catch,N/A,NPO 3,5,4,36,30,0,0,295,209,11,,2055,1528,1
Chemistry,N/A,Cinemax,5,5,35,35,0,0,101,92,0,,643,613,1
Ramo,N/A,Show TV,5,0,35,0,0,0,125,0,0,,658,0,1
Voice,N/A,OCN,5,4,33,14,0,0,112,86,0,,573,440,1
Detective,N/A,Lifetime,5,5,33,33,0,0,241,216,7,,1512,1388,1
Flowers,N/A,Channel 4,5,5,32,32,0,0,14,12,0,,76,68,1
Dark Winds,AMC+,,5,5,31,31,0,0,25,21,0,,119,112,1
Rain,MX Player,,5,2,29,7,0,0,274,183,13,,1613,1012,1
Sent,N/A,HBO Asia,5,0,28,0,0,0,293,110,9,,1610,650,1
Zero,Netflix,,5,5,28,28,0,0,114,98,2,,634,570,1
The Premise,Hulu,,5,5,28,28,0,0,245,230,11,,1473,1414,1
The Writer,N/A,MBC Drama,5,0,27,0,0,0,171,29,2,,756,157,1
Bad Sisters,Apple TV+,,5,5,27,27,0,0,113,83,1,,767,583,1
The British,N/A,Sky Atlantic,5,5,26,26,0,0,233,216,7,,1228,1147,1
Family,N/A,ITV1,5,5,25,25,0,0,366,330,21,,1907,1675,1
Solar Opposites,Hulu,,5,4,25,22,0,0,9,7,0,,53,50,1
Aspe,N/A,VTM,5,0,23,0,0,0,148,0,0,,775,0,1
Away,Netflix,,5,5,21,21,0,0,320,285,19,,1983,1817,1
Moving,Disney+,,5,5,20,20,0,0,5,5,0,,20,20,33
Heels,N/A,STARZ,5,5,17,17,0,0,50,48,0,,220,203,1
The Plot,Disney+,,5,5,17,17,0,0,294,247,8,,1726,1432,1
Billions,N/A,Showtime,5,5,16,16,0,0,35,34,0,,116,115,1
Sign,N/A,TV Asahi,5,2,16,8,0,0,189,76,4,,1004,435,1
Woman,N/A,NTV,5,5,14,14,0,0,132,113,0,,635,547,1
