name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Better,BBC iPlayer,,33,32,178,170,27,-31,1374,1337,27,,7019,6882,7
Murder,N/A,BBC Two,24,2,174,15,2,11,331,155,11,,1964,934,1
Will,N/A,TNT,23,20,117,101,27,0,1264,1196,27,,6230,5869,7
The Murders,N/A,Citytv,22,21,164,163,1,17,126,120,1,,803,780,1
The Building,N/A,CBS,20,19,156,151,2,6,232,208,4,,1489,1345,1
Foundation,Apple TV+,,17,17,141,141,3,2,176,163,5,,1231,1189,1
The Foundation,N/A,Showcase,17,17,141,141,3,2,171,163,5,,1209,1189,1
Only Murders in the Building,Hulu,,17,16,139,134,1,14,72,60,1,,509,449,1
Dogs,Netflix,,14,14,85,85,1,9,156,128,2,,1010,824,1
Reservation Dogs,Hulu,,14,14,85,85,1,11,79,71,2,,515,481,1
Dope,Netflix,,12,0,148,0,1,10,53,12,1,,424,52,1
Dopesick,Hulu,,12,11,148,141,1,10,37,32,1,,359,320,1
Shadow,Netflix,,12,2,82,10,1,3,192,89,8,05-08-2023,1263,548,1
Warrior,Max,,12,11,80,78,1,3,210,175,8,05-08-2023,1626,1420,1
Black,N/A,OCN,12,9,68,56,15,0,574,472,31,,3236,2733,1
Painkiller,Netflix,,11,10,140,133,1,11,11,10,1,,140,133,19
Loving,N/A,ABC,11,11,96,96,4,0,341,327,21,,2575,2484,1
The Bear,Hulu,,10,10,99,99,9,-2,341,302,11,,3094,2865,1
Shadows,N/A,ITV1,10,10,72,72,1,2,82,73,3,05-08-2023,568,525,1
What We Do in the Shadows,N/A,FX,10,10,72,72,1,3,77,70,3,05-08-2023,550,524,1
Thriller,N/A,ITV1,10,9,45,43,3,0,248,194,8,,1486,1078,1
Amazon,N/A,Syndication,10,10,37,37,1,4,292,269,13,,2099,1967,1
Finally,N/A,MBC,9,9,64,64,0,0,224,223,11,,1980,1958,14
Lost,N/A,jTBC,9,9,57,57,0,0,472,442,25,,2555,2396,1
Mr. Robot,N/A,USA Network,8,7,76,58,0,0,142,70,3,,866,515,1
Twisted,JioCinema,,8,8,72,72,0,0,78,78,2,11-08-2023,649,649,1
Twisted Metal,Peacock,,8,8,72,72,0,0,63,62,2,11-08-2023,532,529,18
Justified,N/A,FX,8,8,71,71,0,0,243,235,8,11-08-2023,1340,1293,1
Trying,Apple TV+,,8,8,54,54,0,0,482,453,30,11-08-2023,2488,2362,1
Ante,N/A,NRK1,8,0,54,0,0,0,64,2,3,11-08-2023,291,18,28
Pose,N/A,FX,8,3,36,17,0,0,317,102,13,,1312,402,1
Move,Netflix,,8,4,19,12,0,0,328,98,13,,1357,497,1
Halfway,N/A,BBC Two Wales,7,7,92,92,0,0,154,146,0,,1095,1032,1
House,N/A,FOX,7,7,59,59,0,0,370,296,18,11-08-2023,1899,1511,1
Huge,N/A,Freeform,7,7,50,50,0,0,199,183,6,,1143,1095,1
Hero,N/A,MBC,7,2,42,8,0,0,207,88,5,,977,386,1
Good Omens,Prime Video,,7,7,42,42,0,0,51,49,2,11-08-2023,374,364,1
This Fool,Hulu,,7,7,41,41,0,0,40,37,1,,252,241,1
Mare of Easttown,N/A,HBO,7,7,30,30,0,0,51,40,0,,305,245,1
Change,N/A,Fuji TV,7,1,28,13,0,0,17,8,1,11-08-2023,68,37,32
Review,N/A,Comedy Central,7,5,27,15,0,0,304,76,12,,1591,384,1
Anne,N/A,ITV1,7,4,24,15,0,0,243,47,9,,1298,272,1
Happy,N/A,NBC,7,7,24,24,0,0,417,390,23,11-08-2023,2400,2205,1
Persona,Netflix,,7,0,19,0,0,0,376,5,18,,1833,35,1
Sona,YouTube,,7,0,19,0,0,0,448,5,27,,2207,35,1
Superman,N/A,CBS,6,6,71,71,0,0,55,51,0,,381,348,1
Veep,N/A,HBO,6,6,67,67,0,0,54,42,0,,266,245,1
