name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Rain,MX Player,,14,9,47,45,1,11,228,154,13,10-06-2023,1356,854,1
Case,N/A,Stöð 2,14,14,40,40,1,12,237,189,10,10-06-2023,1227,974,1
Warrior,Max,,12,10,85,76,1,6,89,66,1,,566,443,1
Happy Valley,N/A,BBC One,12,11,78,76,2,2,154,137,6,,943,825,1
Away,Netflix,,12,12,66,66,1,5,259,225,17,10-06-2023,1616,1451,1
Joan,ITVX,,12,12,60,60,1,11,15,14,1,,64,62,20
Loving,N/A,ABC,12,12,52,52,1,9,265,251,16,,2050,1959,1
Family,N/A,ITV1,12,12,34,34,6,-6,279,246,16,,1485,1269,1
Cheer,Netflix,,12,1,13,3,1,11,46,3,1,,123,13,1
Ted Lasso,Apple TV+,,11,8,87,75,15,-4,484,437,22,,4007,3680,1
Blood,N/A,Virgin Media One,11,1,61,1,1,7,121,71,4,,654,270,1
Believe,N/A,NBC,11,11,51,51,1,4,207,175,9,,977,837,1
Extra,N/A,Syndication,11,4,42,7,1,2,257,34,11,,2003,182,1
Sent,N/A,HBO Asia,11,9,37,30,1,5,245,90,9,,1363,542,1
Deadwood,N/A,HBO,11,11,21,21,1,11,76,72,1,,327,310,1
Platonic,Apple TV+,,10,9,96,88,4,-3,57,53,4,,391,369,13
Succession,N/A,HBO,10,10,83,83,17,-7,736,669,20,,7123,6609,1
The Project,N/A,Network 10,10,10,79,79,1,3,74,53,1,,470,373,1
Invasion,Apple TV+,,10,9,76,70,1,7,32,27,1,,239,199,1
Secret Invasion,Disney+,,10,9,76,70,1,7,21,18,1,,184,149,1
Today,N/A,NBC,10,10,75,75,1,4,163,141,3,,1064,943,1
Mani,YouTube,,10,0,48,0,1,3,114,0,2,10-06-2023,586,0,1
Power,N/A,STARZ,10,9,45,43,1,5,269,169,11,,1647,908,1
Anne,N/A,ITV1,10,3,38,5,1,4,190,31,6,,1062,200,1
The Writer,N/A,MBC Drama,10,0,26,0,1,7,128,25,1,,588,134,1
Cheers,N/A,Telecinco,10,9,8,7,1,9,37,28,1,,93,55,1
Cross,Prime Video,,9,6,107,49,0,0,154,89,4,,837,449,1
The Rig,Prime Video,,9,0,105,0,0,0,125,11,2,,737,42,1
Major,N/A,NHK,9,7,65,68,0,0,129,92,1,,658,527,1
DAVE,N/A,ORF 1,9,9,59,59,0,0,111,97,5,19-06-2023,748,638,1
Connect,Disney+,,9,2,58,4,0,0,122,19,1,,721,112,1
Amazon,N/A,Syndication,9,9,56,56,0,0,238,216,11,,1654,1533,1
The Leftovers,N/A,HBO,9,9,51,51,0,0,231,205,8,,1251,1102,1
Cult,N/A,The CW,9,4,50,22,0,0,153,64,1,,939,421,1
Catch,N/A,NPO 3,9,7,44,37,0,0,231,167,9,,1664,1282,1
Lazarus,Apple TV+,,9,9,42,42,0,0,24,24,0,,137,137,6
Detective,N/A,Lifetime,9,9,41,41,0,0,192,169,7,,1277,1156,1
STAT,N/A,ICI Radio-Canada Télé,9,1,37,12,0,0,223,3,13,19-06-2023,1322,16,6
School,N/A,BBC Two,9,8,31,29,0,0,132,108,4,,707,608,1
Rome,N/A,HBO,9,8,28,26,0,0,83,67,1,,487,409,1
The Plot,Disney+,,9,8,21,19,0,0,233,189,7,,1368,1099,1
Human,Disney+ Hotstar,,9,3,11,6,0,0,118,69,1,,539,300,1
Drops of God,Apple TV+,,8,7,120,118,0,0,86,83,3,,811,791,4
Banshee,N/A,Cinemax,8,8,82,82,0,0,116,100,2,,648,532,1
The Answers,N/A,FX,8,8,67,67,0,0,73,69,0,,370,334,1
The One,Netflix,,8,8,58,58,0,0,157,112,5,,774,656,1
Crowded,N/A,NBC,8,8,51,51,0,0,31,31,1,19-06-2023,192,192,1
Tonight,N/A,ITV1,8,8,49,49,0,0,105,94,0,,679,640,1
Spy/Master,Max,,8,8,47,47,0,0,19,19,0,,119,119,16
Stupid,N/A,BBC One,8,8,42,42,0,0,130,101,1,,558,388,1
The Lazarus Project,Now,,8,8,41,41,0,0,21,20,0,,128,127,1
The Walking Dead,AMC+,,8,8,37,37,0,0,73,65,0,,389,351,1
Sort Of,CBC Gem,,8,8,33,33,0,0,192,178,4,,1004,939,1
Justified,N/A,FX,8,6,31,22,0,0,135,130,4,,717,695,1
Delete,Netflix,,8,0,27,0,0,0,160,4,4,,339,13,1
The Deleted,fullscreen,,8,8,27,27,0,0,146,135,3,,318,299,1
Joe Pickett,Paramount+,,8,6,26,17,0,0,21,18,0,,98,83,1
Thriller,N/A,ITV1,8,6,24,19,0,0,173,132,3,,958,664,1
Space,N/A,CBS,8,6,22,11,0,0,139,107,1,,697,574,1
Pose,N/A,FX,8,4,15,12,0,0,260,76,12,,1109,296,1
Ride,N/A,Hallmark Channel,7,6,108,106,0,0,79,75,1,,685,660,16
Review,N/A,Comedy Central,7,2,80,7,0,0,240,54,11,19-06-2023,1139,268,1
Severance,Apple TV+,,7,7,71,71,0,0,318,249,16,,2133,1726,1
Cruel Summer,N/A,Freeform,7,7,60,60,0,0,12,12,0,,107,107,1
The Building,N/A,CBS,7,7,53,53,0,0,155,138,2,,930,821,1
The Crowded Room,Apple TV+,,7,6,49,41,0,0,28,27,1,19-06-2023,154,146,1
Hounds,N/A,Three,7,7,48,48,0,0,9,9,0,,79,79,1
Bloodhounds,Netflix,,7,7,48,48,0,0,7,7,0,,48,48,25
Stuck,N/A,TLC,7,7,41,41,0,0,88,83,1,,668,646,1
Star Wars: Andor,Disney+,,7,0,41,0,0,0,155,0,6,,952,0,1
Woke,Hulu,,7,7,36,36,0,0,24,21,0,,5,14,1
Chance,Hulu,,7,7,32,32,0,0,159,128,6,,810,676,1
The Murders,N/A,Citytv,7,6,30,27,0,0,77,73,0,,437,418,1
Shrink,Seeso,,7,0,29,0,0,0,290,3,15,,2403,35,1
Home,Apple TV+,,7,3,22,10,0,0,199,88,4,19-06-2023,1058,511,1
Release,Topic,,7,3,21,19,0,0,224,67,9,19-06-2023,1180,328,1
rage,N/A,ABC,7,6,19,18,0,0,183,124,5,,900,641,1
With You,iQIYI,,7,6,18,13,0,0,105,66,1,,319,166,1
Six Feet Under,N/A,HBO,7,7,16,16,0,0,58,51,0,,301,257,1
Alone,N/A,History,7,7,16,16,0,0,111,93,1,,531,462,1
Evil,Paramount+,,7,6,16,14,0,0,188,133,5,,893,616,1
The Others,N/A,NBC,7,6,10,8,0,0,50,48,0,,141,125,1
The Righteous Gemstones,N/A,HBO,6,6,104,104,0,0,33,31,0,,384,374,1
Perry Mason,N/A,HBO,6,6,57,57,0,0,170,162,7,,1603,1531,1
Easy,Netflix,,6,6,54,54,0,0,199,183,6,,1368,1301,1
Sunny,Apple TV+,,6,6,50,50,0,0,38,36,0,,218,210,1
Idol,N/A,TV4,6,6,37,37,0,0,27,25,0,,160,158,1
The Idol,N/A,HBO,6,6,37,37,0,0,22,22,0,,137,137,1
Silicon Valley,N/A,HBO,6,5,36,35,0,0,33,29,0,,173,162,1
Icon,N/A,Hallmark Channel,6,6,36,36,0,0,61,43,1,,311,207,1
True Story,Netflix,,6,4,34,28,0,0,48,38,1,19-06-2023,324,257,1
Based on a True Story,Peacock,,6,4,34,28,0,0,26,22,1,19-06-2023,162,151,1
The Great,Hulu,,6,3,33,11,0,0,186,99,7,19-06-2023,1042,631,1
Kept,N/A,VH1,6,6,31,31,0,0,167,144,3,,906,793,1
100%,N/A,Channel 5,6,5,29,28,0,0,87,77,0,,498,465,1
Ramo,N/A,Show TV,6,0,28,0,0,0,93,0,0,,484,0,1
Voice,N/A,OCN,6,6,25,25,0,0,87,64,0,,439,324,1
The Capture,BBC iPlayer,,6,5,23,13,0,0,98,61,0,,432,252,1
Sign,N/A,TV Asahi,6,1,21,6,0,0,140,57,2,,772,352,1
Hero,N/A,MBC,6,4,21,6,0,0,168,66,5,19-06-2023,791,295,1
Brain,N/A,KBS2,6,5,21,30,0,0,63,47,0,,290,196,1
The Thing,N/A,NBC,6,2,21,16,0,0,56,27,0,,255,114,1
The Last of Us,N/A,HBO,6,6,21,21,0,0,622,483,15,,4580,3859,1
Aile,N/A,Show TV,6,0,21,0,0,0,203,0,10,19-06-2023,965,0,4
Wanted,N/A,SBS,6,6,17,17,0,0,222,198,10,,1188,974,1
Community,Yahoo! View,,6,6,9,9,0,0,77,67,0,,362,317,1
Ares,Netflix,,6,5,4,11,0,0,53,41,0,,252,218,1
Demons,N/A,ITV1,6,5,3,-1,0,0,27,14,0,,121,67,1
Bizarre,N/A,CTV,5,5,73,73,0,0,59,48,0,,388,318,1
Holy Shit,Prime Video,,5,5,48,48,0,0,61,52,0,,690,531,1
Somebody,N/A,Mnet,5,5,43,43,0,0,87,85,2,,607,589,1
Addict,N/A,TF1,5,0,41,0,0,0,55,6,0,,383,39,1
Caught,N/A,CBC,5,5,40,40,0,0,149,137,2,,1030,990,1
LOVER,N/A,DR3,5,4,38,27,0,0,37,31,1,,178,153,1
Hunters,Prime Video,,5,5,35,35,0,0,56,50,2,,246,222,1
Hunter,N/A,CBS,5,0,35,0,0,0,100,37,2,,581,263,1
Blind,TVING,tvN,5,2,35,20,0,0,115,40,3,,710,332,1
Slow Burn,N/A,MGM+,5,5,34,34,0,0,71,58,0,,398,335,1
Solved,N/A,Investigation Discovery,5,5,31,31,0,0,43,40,0,,244,218,1
Monster,N/A,NRK1,5,0,30,0,0,0,70,31,0,,323,142,1
The British,N/A,Sky Atlantic,5,5,29,29,0,0,188,171,6,,1022,941,1
Norm,N/A,ABC,5,1,27,7,0,0,167,7,3,,911,40,1
Anna,Coupang Play,,5,5,27,27,0,0,104,79,0,,651,510,1
House,N/A,FOX,5,5,25,25,0,0,303,242,16,19-06-2023,1536,1217,1
Never Have I Ever,Netflix,,5,4,25,21,0,0,30,27,1,19-06-2023,164,153,1
Sally,N/A,SVT1,5,5,24,24,0,0,37,36,0,,187,185,1
Rabbit Hole,Paramount+,,5,4,24,22,0,0,107,99,5,,738,697,1
Cunk on Earth,BBC iPlayer,,5,2,24,20,0,0,57,40,1,,401,352,1
Taken,N/A,NBC,5,5,23,23,0,0,56,52,0,,229,214,1
The Premise,Hulu,,5,5,23,23,0,0,213,199,11,19-06-2023,1347,1291,1
Push,N/A,ABC,5,1,23,2,0,0,109,42,0,,561,178,1
True Detective,N/A,HBO,5,5,20,20,0,0,81,74,0,,515,473,1
Gone,N/A,Investigation Discovery,5,4,20,14,0,0,105,94,0,,610,583,1
The 70s,N/A,BBC Two,5,5,18,18,0,0,19,16,0,,107,99,1
Bull,N/A,CBS,5,0,16,0,0,0,76,4,0,,295,4,1
Star Trek: Picard,Paramount+,,5,0,16,0,0,0,167,11,9,,1188,128,1
Ghost,N/A,SBS,5,4,15,13,0,0,130,45,3,,643,184,1
Peaking,Red Bull TV,,5,5,14,14,0,0,40,36,0,,152,152,1
Not Even,Sky Go,,5,5,14,14,0,0,67,66,0,,262,257,7
Played,N/A,CTV,5,5,13,13,0,0,199,184,6,,1151,1029,1
Slow Horses,Apple TV+,,5,5,13,13,0,0,177,116,5,,1382,846,1
Train,N/A,OCN,5,4,13,10,0,0,79,50,0,,536,299,1
Mine,N/A,tvN,5,4,13,12,0,0,70,35,0,,362,191,1
The Shield,N/A,FX,5,4,11,7,0,0,57,48,0,,274,227,1
Wolf,N/A,CBS,5,4,11,9,0,0,66,60,1,,298,287,1
Shrinking,Apple TV+,,5,5,10,10,0,0,285,267,15,,2371,2223,1
Minder,N/A,Channel 5,5,4,8,7,0,0,25,21,0,,68,60,1
Five,N/A,Fuji TV,5,5,7,7,0,0,95,83,0,,468,425,1
Happy!,N/A,Syfy,5,0,-5,0,0,0,8,1,0,,13,2,1
