name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Ride,N/A,Hallmark Channel,5,5,29,29,0,0,24,23,1,,159,147,16
Station Eleven,HBO Max,,5,5,28,28,0,0,70,62,1,,464,441,1
Psycho,N/A,ARTE,5,1,28,4,0,0,55,11,0,,313,40,1
Bodyguard,N/A,BBC One,5,5,26,26,0,0,29,27,0,,134,130,1
Trop,ICI Tou.tv,,5,0,26,0,0,0,80,0,1,,369,0,1
Ramo,N/A,Show TV,5,0,24,0,0,0,60,0,0,,317,0,1
Missing,N/A,BBC One,5,5,23,23,0,0,101,86,2,22-04-2023,514,429,1
The Missing,N/A,Discovery Channel,5,5,23,23,0,0,96,86,2,22-04-2023,489,429,1
1923,Paramount+,,5,5,22,22,0,0,83,51,3,,366,250,1
Skin,N/A,FOX,5,0,20,0,0,0,64,9,0,,269,46,1
Bluey,N/A,Seven Network,5,4,19,14,0,0,11,9,0,,50,37,1
Slip,The Roku Channel,,5,5,19,19,0,0,10,7,0,,41,36,11
Preach,N/A,Lifetime,5,1,18,10,0,0,21,1,0,,85,10,1
Mani,Brat,,5,0,17,0,0,0,55,0,0,,294,0,1
100%,N/A,Channel 5,5,5,16,16,0,0,54,45,0,,254,222,1
Condor,Pickbox NOW,,5,5,14,14,0,0,26,20,0,,90,74,1
Stranger,N/A,tvN,5,3,13,7,0,0,43,22,0,,169,93,1
The Stranger,N/A,ABC,5,3,13,7,0,0,34,22,0,,123,93,1
Peacock,BBC iPlayer,,5,5,13,13,0,0,92,84,1,,560,530,1
Producer,N/A,KBS2,5,1,12,4,0,0,21,5,0,,81,15,1
The Writer,N/A,MBC Drama,5,2,12,-1,0,0,81,16,0,,393,106,1
The Citadel,N/A,BBC One,5,4,11,8,0,0,9,8,0,,39,36,1
Citadel,Prime Video,,5,4,11,8,0,0,9,8,0,,39,36,1
Believe,N/A,NBC,5,5,10,10,0,0,133,102,5,,667,535,1
The Expecting,Quibi,,5,5,9,9,0,0,78,71,1,,652,555,1
Monster,N/A,NRK1,5,2,8,3,0,0,49,22,0,,227,114,1
The Case,N/A,BBC One,5,4,6,3,0,0,38,28,0,,139,118,1
