name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Silo,Apple TV+,,69,67,966,914,1,65,76,73,1,,1014,956,8
Will,N/A,TNT,51,47,308,294,13,-13,672,631,13,,3419,3185,7
Better,BBC iPlayer,,41,38,213,204,13,-8,700,684,13,,3575,3515,7
Barry,N/A,HBO,40,39,435,412,6,4,259,235,8,,2333,2145,1
Succession,N/A,HBO,33,31,378,346,11,-13,474,418,14,,4733,4261,1
Lost,N/A,jTBC,33,32,202,195,6,17,237,218,13,,1221,1105,1
Yellowjackets,N/A,Showtime,27,26,262,244,7,7,209,180,7,,2269,2089,1
Severance,Apple TV+,,23,22,158,156,1,18,259,194,13,,1781,1384,1
Ted Lasso,Apple TV+,,20,19,234,211,9,-6,344,303,16,,2891,2598,1
The Act,Hulu,,20,0,151,0,8,8,282,1,16,,1801,7,1
STAT,N/A,ICI Radio-Canada Télé,18,0,100,0,9,8,171,2,10,,1003,4,6
Black,N/A,OCN,16,12,95,86,1,7,302,235,17,28-04-2023,1720,1369,1
The Leftovers,N/A,HBO,16,14,83,75,2,-3,156,136,6,,806,692,1
Kept,N/A,VH1,13,11,103,93,1,4,132,109,3,28-04-2023,754,641,1
Caught,N/A,CBC,12,12,76,76,1,3,110,98,2,,727,687,1
Trying,Apple TV+,,12,12,61,61,2,-10,301,274,18,,1534,1417,1
Detective,N/A,Lifetime,12,11,50,49,1,10,158,137,6,,1012,902,1
The English,BBC iPlayer,,12,12,45,45,1,9,99,76,3,,506,356,1
Sweet Tooth,Netflix,,11,11,108,108,1,3,37,36,2,28-04-2023,266,265,1
The Other Two,HBO Max,,11,10,92,87,1,9,40,36,1,,280,257,1
Catch,N/A,NPO 3,11,8,81,60,2,-3,168,115,6,,1197,858,1
rage,N/A,ABC,11,8,69,38,1,7,137,91,3,28-04-2023,686,490,1
Sign,N/A,TV Asahi,11,5,68,36,2,1,104,41,2,,598,281,1
The Citadel,N/A,BBC One,11,11,63,63,2,-5,36,35,2,,271,268,1
Citadel,Prime Video,,11,11,63,63,2,-5,36,35,2,,271,268,1
Perry Mason,N/A,HBO,11,11,61,61,1,3,152,144,7,28-04-2023,1500,1428,1
House,N/A,FOX,11,11,60,60,3,-1,221,168,11,,1113,826,1
Thriller,N/A,ITV1,11,8,58,47,1,2,134,97,3,,805,526,1
Sona,YouTube,,11,0,56,0,7,-8,289,4,18,,1516,32,1
Devs,Hulu,,11,11,53,53,1,9,48,42,1,,292,265,1
Case,N/A,Stöð 2,11,10,47,39,1,4,181,136,7,28-04-2023,972,748,1
Move,Netflix,,11,3,47,26,2,0,196,54,9,,849,301,1
Star Wars: Andor,Disney+,,11,0,41,0,1,11,140,0,6,,871,0,1
Class,Netflix,,11,6,39,16,2,1,160,77,4,,1177,601,1
BEEF,Netflix,,10,10,116,116,5,-13,231,223,5,,2833,2722,16
Mrs. Davis,Peacock,,10,10,104,104,1,1,31,30,1,,338,337,1
Loving,N/A,ABC,10,10,75,75,8,-3,207,193,12,,1670,1579,1
Away,Netflix,,10,10,51,51,2,-5,204,172,14,,1296,1146,1
Happy,N/A,NBC,10,10,36,36,5,-3,249,222,15,,1426,1231,1
Believe,N/A,NBC,10,10,32,32,2,-2,155,124,7,,723,591,1
Finally,N/A,MBC,9,9,88,88,0,0,72,72,3,06-05-2023,604,604,14
This Week,N/A,BBC One,9,8,72,65,0,0,235,166,14,06-05-2023,2001,1510,1
Ride,N/A,Hallmark Channel,9,9,60,60,0,0,42,40,1,,308,286,16
Power,N/A,STARZ,9,6,59,67,0,0,212,122,8,06-05-2023,1421,704,1
Sent,N/A,HBO Asia,9,4,57,20,0,0,187,68,6,06-05-2023,1074,413,1
Station Eleven,HBO Max,,9,9,56,56,0,0,82,74,1,,531,508,1
Persona,Netflix,,9,0,48,0,0,0,244,4,13,06-05-2023,1288,32,1
Hero,N/A,MBC,9,3,47,10,0,0,141,57,4,,688,270,1
Rabbit Hole,Paramount+,,9,9,42,42,0,0,88,81,5,06-05-2023,628,589,1
True Detective,N/A,HBO,9,9,38,38,0,0,63,58,0,,382,351,1
The Premise,Hulu,,8,8,92,92,0,0,159,146,7,06-05-2023,1045,992,1
Drops of God,Apple TV+,,8,8,90,90,0,0,23,23,0,,229,229,4
Love & Death,HBO Max,,8,3,70,23,0,0,25,20,1,06-05-2023,176,129,7
Rain,MX Player,,8,7,69,45,0,0,168,113,9,06-05-2023,1136,691,1
Somebody,N/A,Mnet,8,8,65,65,0,0,48,46,1,06-05-2023,378,360,1
Somebody Somewhere,N/A,HBO,8,7,65,60,0,0,36,33,0,,236,213,1
David,N/A,TNT,8,5,64,49,0,0,82,68,1,,460,403,1
Rush,N/A,Network 10,8,0,51,0,0,0,102,27,2,,552,98,1
Mars,N/A,GTV,8,6,49,39,0,0,51,26,0,,289,118,1
MARS,N/A,National Geographic Channel,8,6,49,39,0,0,51,26,0,,289,118,1
Mr Inbetween,N/A,FX,8,8,43,43,0,0,112,52,3,,810,312,1
The InBetween,N/A,NBC,8,8,43,43,0,0,103,78,2,,752,567,1
Working,N/A,NBC,8,8,39,39,0,0,76,67,0,,485,439,1
Voice,N/A,OCN,8,6,37,35,0,0,67,47,0,,356,254,1
Out There,N/A,IFC,8,8,37,37,0,0,57,46,0,,253,212,1
Human,Disney+ Hotstar,,8,5,37,22,0,0,86,50,1,,406,214,1
The Audience,N/A,Channel 4,8,7,36,35,0,0,80,65,0,,343,276,1
100%,N/A,Channel 5,8,8,36,36,0,0,67,58,0,,334,302,1
Riot,N/A,FOX,8,6,35,27,0,0,92,69,2,,511,458,1
Evil,Paramount+,,8,8,29,29,0,0,165,114,5,,810,538,1
Pose,N/A,FX,8,2,26,4,0,0,197,47,9,,747,126,1
The Plot,Disney+,,8,8,21,21,0,0,193,154,6,06-05-2023,1141,906,1
Delete,N/A,REELZ,8,1,11,4,0,0,132,3,4,,279,10,1
Snowpiercer,N/A,TNT,7,7,65,65,0,0,13,13,0,,86,86,1
Release,Topic,,7,1,64,6,0,0,177,50,7,06-05-2023,961,266,1
Today,N/A,NBC,7,6,57,50,0,0,115,97,1,06-05-2023,727,621,1
Poker Face,Peacock,,7,7,44,44,0,0,256,239,9,,2188,2074,1
Easy,Netflix,,7,7,42,42,0,0,155,139,6,,1106,1039,1
Wanted,N/A,SBS,7,7,41,41,0,0,167,143,7,,844,630,1
DAVE,N/A,ORF 1,7,5,34,27,0,0,56,46,2,06-05-2023,309,259,1
Patriot,Prime Video,,7,7,33,33,0,0,80,64,1,,473,440,1
Psych,N/A,USA Network,7,3,32,9,0,0,95,15,1,06-05-2023,521,65,1
The Great,Hulu,,7,4,31,21,0,0,118,54,2,,566,292,1
Better Call Saul,N/A,AMC,7,4,24,9,0,0,126,79,4,,588,374,1
Castle,N/A,ABC,7,7,21,21,0,0,53,34,0,,205,132,1
Aile,N/A,Show TV,7,0,14,0,0,0,145,0,7,06-05-2023,692,0,4
The Deleted,fullscreen,,7,7,7,7,0,0,119,108,3,,261,242,1
Rising,Hill.TV,,6,2,89,9,0,0,108,40,0,,725,190,1
The Diplomat,Netflix,,6,4,67,57,0,0,89,86,2,06-05-2023,907,872,1
Amazon,N/A,Syndication,6,6,65,65,0,0,172,150,8,06-05-2023,1214,1093,1
The Mandalorian,Disney+,,6,6,57,57,0,0,176,163,8,,1492,1427,1
Soundtrack,Netflix,,6,5,56,54,0,0,53,44,0,,438,391,1
All In,N/A,SBS,6,6,54,54,0,0,74,53,0,,494,366,1
Agent,Netflix,,6,6,52,52,0,0,151,127,6,06-05-2023,981,851,1
Friends,N/A,ABC,6,4,47,31,0,0,125,86,2,,729,444,1
Mani,YouTube,,6,0,41,0,0,0,63,0,0,,361,0,1
Threads,go90,,6,6,35,35,0,0,59,50,0,,406,362,1
ALEX,Viaplay,,6,3,34,18,0,0,37,21,0,,189,123,1
Twin,NRK TV,,6,5,32,23,0,0,64,51,0,,313,210,1
Random,YouTube,,6,4,29,16,0,0,81,50,0,,309,181,1
Halfway,N/A,BBC Two Wales,6,6,28,28,0,0,90,82,0,,609,546,1
The Sopranos,N/A,HBO,6,6,27,27,0,0,148,129,7,06-05-2023,788,696,1
Lore,Prime Video,,6,3,27,16,0,0,67,36,0,,351,176,1
Justified,N/A,FX,6,6,22,22,0,0,102,100,3,,521,517,1
Star Trek,N/A,NBC,6,6,22,22,0,0,130,118,3,,818,780,1
Ella,N/A,VTM,6,2,22,5,0,0,113,38,3,,622,157,1
With You,iQIYI,,6,4,21,10,0,0,76,43,1,,237,114,1
Liar,N/A,ITV1,6,4,19,15,0,0,82,68,1,,372,319,1
Gone,N/A,Investigation Discovery,6,6,18,18,0,0,79,69,0,,381,360,1
The Paradise,N/A,BBC One,6,6,15,15,0,0,19,18,0,,176,112,1
The Rig,Prime Video,,6,0,13,0,0,0,101,11,2,,516,42,1
Warrior,HBO Max,,5,3,63,53,0,0,57,46,0,,369,306,1
Queen,MX Player,,5,5,52,52,0,0,55,37,0,,330,206,1
Banshee,N/A,Cinemax,5,5,50,50,0,0,99,84,2,,523,417,1
Return,N/A,SBS,5,4,50,48,0,0,85,49,1,,501,321,1
The Night Agent,Netflix,,5,5,50,50,0,0,117,108,6,06-05-2023,779,740,1
Holy Shit,Prime Video,,5,5,46,46,0,0,48,40,0,,591,437,1
Gran,N/A,BBC One,5,0,40,0,0,0,58,1,0,,319,4,1
Review,N/A,Comedy Central,5,2,39,11,0,0,185,40,9,,821,216,1
Major,N/A,NHK,5,5,39,39,0,0,96,68,1,,444,343,1
GOLD,N/A,Fuji TV,5,1,38,8,0,0,100,28,1,,673,207,1
Not Even,Sky Go,,5,5,36,36,0,0,43,42,0,,180,175,7
Family,N/A,ITV1,5,5,31,31,0,0,197,166,10,06-05-2023,1083,880,1
Sharp Objects,N/A,HBO,5,4,31,20,0,0,33,25,0,,166,122,1
Baby,Netflix,,5,3,30,7,0,0,76,41,0,,527,280,1
Trop,ICI Tou.tv,,5,0,30,0,0,0,97,0,2,06-05-2023,432,0,1
Kingdom,N/A,Mnet,5,5,28,28,0,0,64,55,0,,320,283,1
The Last Kingdom,Netflix,,5,5,28,28,0,0,34,29,0,,209,193,1
Star Trek: Picard,Paramount+,,5,1,28,3,0,0,154,11,9,,1123,128,1
Released,N/A,Oprah Winfrey Network,5,5,27,27,0,0,110,94,0,,575,506,1
The Big Door Prize,Apple TV+,,5,5,27,27,0,0,44,44,2,,393,393,3
The King,N/A,Sky Atlantic,5,5,27,27,0,0,19,13,0,,66,46,1
The Building,N/A,CBS,5,5,26,26,0,0,109,93,1,,719,619,1
Reacher,Prime Video,,5,5,25,25,0,0,52,44,0,,252,226,1
The Bear,Hulu,,5,5,25,25,0,0,67,46,1,,479,361,1
Blind,TVING,tvN,5,3,24,17,0,0,94,34,3,,556,234,1
Breaking Bad,N/A,AMC,5,5,23,23,0,0,147,128,5,06-05-2023,789,709,1
Island,TVING,,5,5,23,23,0,0,30,25,0,,116,97,1
Luck,N/A,HBO,5,2,22,3,0,0,89,13,2,06-05-2023,629,50,1
Bupkis,Peacock,,5,5,21,21,0,0,6,6,0,,25,25,12
Leverage,N/A,TV Chosun,5,4,20,12,0,0,17,14,0,,63,53,1
The Answers,N/A,FX,5,5,18,18,0,0,38,36,0,,200,181,1
Foundation,Apple TV+,,5,4,17,9,0,0,37,29,0,,186,153,1
The Foundation,N/A,Showcase,5,4,17,9,0,0,32,29,0,,164,153,1
Mental,RaiPlay,,5,3,16,10,0,0,70,33,0,,332,121,1
Space,N/A,CBS,5,5,16,16,0,0,115,90,1,,583,504,1
Anna,Coupang Play,,5,2,16,6,0,0,82,60,0,,526,390,1
Murder,N/A,BBC Two,5,4,16,12,0,0,202,103,7,,1220,679,1
Huge,N/A,Freeform,5,5,15,15,0,0,130,118,4,06-05-2023,764,728,1
Asur,Voot,,5,0,9,0,0,0,61,0,0,,334,0,1
Clone,N/A,BBC Three,5,5,8,8,0,0,34,26,0,,108,94,1
The British,N/A,Sky Atlantic,5,5,8,8,0,0,138,121,4,,821,740,1
Stupid,N/A,BBC One,5,5,8,8,0,0,96,71,0,,340,226,1
