name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
The Last of Us,N/A,HBO,44,40,430,412,4,-20,246,198,4,,2029,1717,1
Poker Face,Peacock,,38,34,280,265,3,-22,108,102,3,,906,864,1
Murder,N/A,BBC Two,26,18,131,99,2,10,86,40,2,,508,239,1
Succession,N/A,HBO,21,20,127,122,1,16,69,36,3,,425,195,1
Extra,N/A,Syndication,19,1,203,2,3,-21,82,6,3,,656,14,1
Black,N/A,OCN,19,19,133,133,6,2,105,58,6,,598,369,1
Ghost,N/A,SBS,19,11,98,36,2,5,57,21,3,,243,81,1
The White Lotus,N/A,HBO,18,16,153,139,3,6,82,45,5,,573,356,1
The Premise,Hulu,,18,18,138,138,2,7,53,44,2,,307,270,1
Extraordinary,Disney+,,17,16,196,186,3,-20,70,65,3,,598,528,1
The Act,Hulu,,17,0,112,0,6,7,96,0,6,,614,0,1
House,N/A,FOX,17,14,106,92,6,-4,104,62,6,,488,263,1
Severance,Apple TV+,,16,13,129,121,6,5,120,64,6,,904,559,1
Power,N/A,STARZ,16,11,44,22,2,0,68,32,2,,371,131,1
Shrink,Seeso,,15,0,163,0,2,-9,44,1,2,,374,11,1
Shrinking,Apple TV+,,15,15,163,163,2,-9,43,43,2,,363,363,1
Trying,Apple TV+,,15,15,74,74,6,0,80,59,6,,332,255,1
This Week,N/A,BBC One,14,11,148,124,1,6,70,36,5,28-01-2023,523,319,1
The Sopranos,N/A,HBO,14,13,76,71,2,0,58,42,3,,317,240,1
Sona,YouTube,,14,0,71,0,6,-4,87,0,6,,355,0,1
STAT,N/A,ICI Radio-Canada Télé,14,0,67,0,1,14,14,0,1,,67,0,6
Happy,N/A,NBC,14,14,53,53,6,-5,100,74,6,,611,427,1
Evil,Paramount+,,13,11,71,67,3,1,79,41,3,,358,186,1
Persona,Netflix,,13,0,65,0,2,-4,73,0,3,,315,0,1
The Leftovers,N/A,HBO,13,13,59,59,1,8,42,31,1,,194,149,1
The Building,N/A,CBS,12,10,100,73,1,6,44,31,1,,249,172,1
Lockwood & Co.,Netflix,,12,7,95,60,2,-15,39,12,2,,307,113,1
Release,Topic,,12,3,79,20,2,-2,68,18,3,,368,110,1
Detective,N/A,Lifetime,12,11,75,69,2,-2,54,40,2,,325,236,1
The One,Netflix,,12,8,65,60,1,8,48,28,3,28-01-2023,260,184,1
Ted Lasso,Apple TV+,,12,12,61,61,4,0,66,40,4,,378,224,1
Away,Netflix,,11,11,126,126,1,2,68,45,5,28-01-2023,457,341,1
Home,Apple TV+,,11,6,94,79,2,-2,59,23,2,,352,135,1
Case,N/A,Stöð 2,11,8,68,54,2,0,54,31,2,,250,162,1
Liar,N/A,ITV1,11,11,38,38,1,9,27,18,1,,130,91,1
Cunk on Earth,BBC iPlayer,,10,9,98,97,1,5,17,13,1,,148,135,1
Supernatural,N/A,BBC One,10,9,74,71,1,8,26,15,1,,172,125,1
Played,N/A,CTV,10,10,71,71,4,0,85,70,4,,517,395,1
Blood,N/A,Virgin Media One,10,6,59,23,2,0,45,24,2,,280,82,1
Sent,N/A,HBO Asia,10,4,52,26,2,-1,62,11,2,,321,52,1
Easy,Netflix,,10,10,46,46,1,2,53,38,2,28-01-2023,318,254,1
Move,Netflix,,10,4,33,13,2,-1,59,11,3,,149,50,1
Norm,N/A,ABC,9,1,70,1,0,0,43,1,0,,242,1,1
Ghosts,N/A,CBS,9,9,68,68,0,0,35,27,1,,182,151,1
Huge,N/A,Freeform,9,9,67,67,0,0,41,32,1,04-02-2023,219,192,1
House of the Dragon,N/A,HBO,9,6,65,57,0,0,42,13,1,,266,72,1
The Wire,N/A,HBO,9,9,62,62,0,0,59,47,3,04-02-2023,371,249,1
Released,N/A,Oprah Winfrey Network,9,8,59,46,0,0,42,26,0,,221,152,1
Random,YouTube,,9,4,54,37,0,0,36,15,0,,124,50,1
Believe,N/A,NBC,9,9,53,53,0,0,56,37,3,04-02-2023,283,181,1
Pose,N/A,FX,9,3,50,18,0,0,69,9,3,,224,22,1
Connect,Disney+,,9,3,44,4,0,0,39,5,1,,197,14,1
The Plot,Disney+,,9,8,43,41,0,0,60,34,1,,321,190,1
Class,Netflix,,8,2,82,18,0,0,40,5,0,,246,36,1
Barry,N/A,HBO,8,8,74,74,0,0,33,19,1,,249,160,1
Rain,MX Player,,8,3,74,35,0,0,49,20,2,04-02-2023,294,72,1
The Middle,N/A,ABC,8,7,65,60,0,0,32,21,0,,193,96,1
GOLD,N/A,Fuji TV,8,2,65,21,0,0,36,4,0,,192,24,1
Peacock,BBC iPlayer,,8,8,52,52,0,0,48,40,1,04-02-2023,285,255,1
Mayo,N/A,BBC One,8,0,44,0,0,0,44,0,1,04-02-2023,221,0,1
Justified,N/A,FX,8,7,41,38,0,0,21,19,1,04-02-2023,134,130,1
Station Eleven,HBO Max,,8,6,40,33,0,0,22,16,0,,84,80,1
Psych,N/A,USA Network,8,3,36,10,0,0,33,5,0,,178,19,1
Wanted,N/A,SBS,8,8,36,36,0,0,63,39,4,04-02-2023,427,213,1
Elementary,N/A,CBS,8,8,34,34,0,0,32,23,0,,199,111,1
Tonight,N/A,ITV1,8,8,34,34,0,0,29,24,0,,121,96,1
Community,Yahoo! View,,8,7,21,16,0,0,22,16,0,,106,77,1
Columbo,N/A,ABC,8,6,18,13,0,0,18,16,0,,99,94,1
Loving,N/A,ABC,7,7,78,78,0,0,53,39,2,04-02-2023,346,255,1
The British,N/A,Sky Atlantic,7,7,72,72,0,0,54,38,2,04-02-2023,348,269,1
Cult,N/A,The CW,7,2,61,22,0,0,41,8,0,,218,76,1
The Devil,N/A,KBS2,7,5,57,53,0,0,33,17,0,,168,111,1
The Devil's Hour,Prime Video,,7,3,57,42,0,0,29,11,0,,161,89,1
The English,BBC iPlayer,,7,7,44,44,0,0,51,32,2,,312,184,1
