name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Riot,N/A,FOX,5,4,67,65,0,0,37,23,0,,186,156,1
Changi,N/A,ABC,5,0,52,0,0,0,10,0,0,,79,0,1
Woman,N/A,NTV,5,5,51,51,0,0,35,18,0,,186,104,1
The Capture,BBC iPlayer,,5,3,48,32,0,0,29,12,0,,141,72,1
Soundtrack,Netflix,,5,5,46,46,0,0,20,14,0,,148,115,1
Phenom,N/A,ABC,5,0,44,0,0,0,33,0,0,,337,0,1
Atlanta,N/A,FX,5,5,41,41,0,0,28,19,0,,171,116,1
Supernatural,N/A,BBC One,5,5,38,38,0,0,31,20,1,11-02-2023,210,163,1
Drive,N/A,FOX,5,2,32,16,0,0,29,7,0,,174,60,1
House,N/A,FOX,5,4,31,30,0,0,109,66,6,11-02-2023,519,293,1
Powers,Playstation,,5,5,31,31,0,0,16,13,0,,115,87,1
Euphoria,N/A,HOT3,5,5,31,31,0,0,14,11,0,,99,84,1
The Scene,YouTube,,5,1,30,7,0,0,36,13,0,,179,62,1
The Mandalorian,Disney+,,5,5,30,30,0,0,17,10,0,,80,53,1
Ghost,N/A,SBS,5,2,28,10,0,0,62,23,3,11-02-2023,271,91,1
Toon,KPN Presenteert,,5,2,28,11,0,0,14,7,0,,59,27,1
Servant,Apple TV+,,5,5,23,23,0,0,38,34,1,,236,195,1
ReBoot,N/A,YTV,5,5,21,21,0,0,18,14,0,,89,64,1
American Auto,N/A,NBC,5,4,21,14,0,0,12,11,0,,40,33,1
The English,BBC iPlayer,,5,5,21,21,0,0,56,37,2,,333,205,1
Reboot,Hulu,,5,5,21,21,0,0,18,14,0,,89,64,1
Human,Disney+ Hotstar,,5,4,21,13,0,0,32,17,0,,129,56,1
Yellowstone,N/A,Paramount Network,5,4,20,19,0,0,57,20,1,,252,104,1
Limit,N/A,TV Tokyo,5,0,20,0,0,0,26,1,0,,131,9,1
Mani,Brat,,5,0,20,0,0,0,21,0,0,,115,0,1
Bang,N/A,S4C,5,3,19,7,0,0,26,8,0,,179,40,1
Luck,N/A,HBO,5,3,18,4,0,0,19,5,0,,66,12,1
Martin,N/A,FOX,5,5,18,18,0,0,14,9,0,,80,39,1
The One,Netflix,,5,5,18,18,0,0,53,33,3,11-02-2023,278,202,1
Voice,N/A,OCN,5,4,17,8,0,0,20,10,0,,66,25,1
Taskmaster,N/A,RTP1,5,5,16,16,0,0,12,7,0,,50,21,1
Thea,N/A,ABC,5,0,16,0,0,0,16,0,0,,77,0,1
1923,Paramount+,,5,5,16,16,0,0,53,22,2,,208,101,1
The After,Prime Video,,5,0,15,0,0,0,16,0,0,,76,0,1
Mood,BBC iPlayer,,5,5,14,14,0,0,24,17,0,,129,112,1
Star Trek,N/A,NBC,5,5,9,9,0,0,28,18,0,,78,44,1
Velma,HBO Max,,5,3,4,-16,0,0,21,15,0,,73,32,1
Wayne,YouTube Premium,,5,4,1,-1,0,0,6,4,0,,5,-1,1
