name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
The Rehearsal,N/A,HBO,6,6,41,41,0,0,26,19,0,,130,90,1
Kept,N/A,VH1,6,3,39,35,0,0,49,36,1,,230,176,1
Detective,N/A,Lifetime,6,6,38,38,0,0,73,57,3,18-02-2023,421,327,1
Mayo,N/A,BBC One,6,0,36,0,0,0,51,0,1,,268,0,1
Popular,N/A,The WB,6,6,33,33,0,0,46,29,0,,179,119,1
Devs,Hulu,,6,6,32,32,0,0,26,20,0,,146,119,1
STAT,N/A,ICI Radio-Canada Télé,6,0,30,0,0,0,27,1,1,,124,1,6
The Fall,N/A,BBC Two,6,5,27,22,0,0,9,7,0,,42,32,1
Ghost,N/A,SBS,6,1,26,6,0,0,68,24,3,,297,97,1
Phenom,N/A,ABC,6,0,25,0,0,0,39,0,0,,362,0,1
Blood,N/A,Virgin Media One,6,6,23,23,0,0,57,36,2,,328,130,1
Utopia,Prime Video,,6,6,22,22,0,0,21,18,0,,68,60,1
Monk,N/A,USA Network,6,0,22,0,0,0,34,7,0,,143,30,1
12 Monkeys,N/A,Syfy,6,6,22,22,0,0,26,18,0,,112,76,1
Monkey,N/A,NTV,6,1,22,10,0,0,27,2,0,,113,11,1
Keys,Brat,,6,6,22,22,0,0,26,16,0,,112,68,1
Brockmire,N/A,IFC,6,5,15,14,0,0,7,6,0,,16,15,1
Ella,N/A,VTM,6,3,15,10,0,0,51,13,1,,306,49,1
River,N/A,BBC One,6,6,14,14,0,0,12,10,0,,48,36,1
Shadow,Netflix,,6,5,12,9,0,0,30,14,0,,136,43,1
The Middle,N/A,ABC,6,6,11,11,0,0,45,34,0,,242,145,1
The Expecting,Quibi,,5,5,45,45,0,0,29,23,0,,255,168,1
The Murders,N/A,Citytv,5,5,40,40,0,0,28,25,0,,164,148,1
Line of Duty,N/A,BBC One,5,4,38,32,0,0,16,12,0,,117,94,1
Space,N/A,CBS,5,4,37,32,0,0,50,32,0,,271,207,1
Ares,Netflix,,5,3,37,22,0,0,14,6,0,,81,48,1
The Company,N/A,TNT,5,5,36,36,0,0,13,11,0,,59,52,1
Mayor of Kingstown,Paramount+,,5,5,35,35,0,0,39,28,1,,234,177,1
The White Lotus,N/A,HBO,5,5,33,33,0,0,88,51,5,,613,396,1
Norm,N/A,ABC,5,0,31,0,0,0,54,1,0,,292,1,1
Romance,N/A,France 2,5,5,31,31,0,0,25,19,0,,167,146,1
The Building,N/A,CBS,5,3,29,7,0,0,51,36,1,,292,193,1
Breaking Bad,N/A,AMC,5,5,28,28,0,0,49,33,0,,254,177,1
Released,N/A,Oprah Winfrey Network,5,5,28,28,0,0,50,34,0,,269,200,1
The Consultant,Prime Video,,5,5,28,28,0,0,5,5,0,,28,28,8
Aspe,N/A,VTM,5,0,26,0,0,0,35,0,0,,251,0,1
Voice,N/A,OCN,5,5,26,26,0,0,25,15,0,,92,51,1
Mad Men,N/A,AMC,5,5,25,25,0,0,19,16,0,,134,116,1
Connected,Netflix,,5,5,25,25,0,0,20,18,0,,145,142,1
Brain,N/A,KBS2,5,5,23,23,0,0,20,13,0,,87,30,1
Lore,Prime Video,,5,1,23,2,0,0,32,17,0,,160,80,1
Limit,N/A,TV Tokyo,5,0,23,0,0,0,31,1,0,,154,9,1
Legit,N/A,BBC One,5,4,20,17,0,0,11,10,0,,52,49,1
Thriller,N/A,ITV1,5,2,20,7,0,0,43,24,0,,246,109,1
Bang,N/A,S4C,5,1,20,5,0,0,31,9,0,,199,45,1
Ghosts,N/A,CBS,5,5,20,20,0,0,43,35,1,,220,189,1
Rush,N/A,Network 10,5,1,19,1,0,0,40,11,1,,150,34,1
All That,N/A,Nickelodeon,5,5,19,19,0,0,17,13,0,,78,63,1
New Blood,N/A,BBC One,5,5,15,15,0,0,9,8,0,,35,30,1
Mental,France tv slash,,5,4,14,9,0,0,31,11,0,,167,28,1
Nathan for You,N/A,Comedy Central,5,5,14,14,0,0,5,5,0,,14,14,1
Star Trek,N/A,NBC,5,4,12,9,0,0,33,22,0,,90,53,1
Wanted,N/A,SBS,5,5,12,12,0,0,77,53,4,,466,252,1
