name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Better,BBC iPlayer,,43,41,221,217,2,-9,95,93,2,,423,419,7
Will,N/A,TNT,37,31,148,123,2,-26,100,90,2,,412,362,7
The Last of Us,N/A,HBO,30,26,252,234,6,-14,320,260,6,,2600,2224,1
Shrink,Seeso,,26,0,217,0,4,14,82,1,4,,692,11,1
Shrinking,Apple TV+,,26,25,217,210,4,14,81,77,4,,681,656,1
Happy,N/A,NBC,26,26,89,89,8,12,140,114,8,,779,595,1
The Act,Hulu,,18,0,105,0,1,10,122,0,7,11-02-2023,727,0,1
Poker Face,Peacock,,17,16,125,118,5,-11,153,144,5,,1323,1256,1
Ted Lasso,Apple TV+,,16,16,119,119,6,6,92,65,6,,527,366,1
Trying,Apple TV+,,16,15,71,61,8,-9,121,99,8,,502,415,1
The Wire,N/A,HBO,15,15,171,171,2,-1,90,76,5,,622,483,1
Happy Valley,N/A,BBC One,14,14,54,54,1,6,78,62,4,,450,334,1
Catch,N/A,NPO 3,13,10,131,112,1,5,67,40,1,,473,306,1
Sona,YouTube,,13,0,85,0,8,2,111,0,8,,477,0,1
Family,N/A,ITV1,13,13,66,66,2,-3,99,68,7,,538,335,1
Move,Netflix,,13,3,39,26,4,-7,92,16,5,,186,84,1
Extra,N/A,Syndication,12,0,100,0,5,-10,116,7,5,,996,15,1
Extraordinary,Disney+,,12,7,100,72,5,-7,101,89,5,,875,767,1
Persona,Netflix,,12,0,84,0,4,2,95,0,5,,435,0,1
Servant,Apple TV+,,11,11,79,79,1,6,49,45,2,,315,274,1
This Week,N/A,BBC One,11,9,71,50,1,3,89,52,6,11-02-2023,651,405,1
Murder,N/A,BBC Two,11,3,68,3,4,-9,117,57,4,,625,270,1
Easy,Netflix,,11,10,67,64,1,3,72,56,3,11-02-2023,430,363,1
Sort Of,CBC Gem,,11,11,35,35,2,1,61,48,2,,321,257,1
Black,N/A,OCN,10,10,65,65,8,-10,135,88,8,,777,548,1
The One,Netflix,,10,9,46,45,1,5,63,42,4,11-02-2023,324,247,1
Mr Inbetween,N/A,FX,10,4,39,16,1,6,56,13,2,,449,112,1
The InBetween,N/A,NBC,10,8,39,30,1,6,44,27,1,,384,249,1
Sisters,N/A,Network 10,9,7,52,38,0,0,50,30,1,,373,223,1
Bad Sisters,Apple TV+,,9,7,52,38,0,0,46,27,1,,352,215,1
Case,N/A,Stöð 2,9,6,46,35,0,0,69,43,2,,318,219,1
The British,N/A,Sky Atlantic,9,9,46,46,0,0,74,58,3,18-02-2023,435,356,1
Brot,N/A,Ríkisútvarpið,9,0,46,0,0,0,56,0,1,,326,0,1
Played,N/A,CTV,9,9,34,34,0,0,100,85,4,,580,458,1
Slow Horses,Apple TV+,,9,8,34,20,0,0,101,43,4,,900,372,1
Strike,BBC iPlayer,,9,7,29,32,0,0,32,24,0,,120,105,1
Rain,MX Player,,9,8,27,24,0,0,60,30,2,,331,106,1
Amazon,N/A,Syndication,9,8,25,23,0,0,69,52,3,18-02-2023,330,239,1
Pose,N/A,FX,9,4,23,10,0,0,88,15,4,18-02-2023,275,45,1
Power,N/A,STARZ,8,4,92,39,0,0,91,43,3,18-02-2023,588,243,1
Barry,N/A,HBO,8,6,74,70,0,0,52,36,2,18-02-2023,336,243,1
Evil,Paramount+,,8,5,70,27,0,0,94,52,3,,455,230,1
Severance,Apple TV+,,8,7,65,60,0,0,134,77,6,,1021,671,1
Sent,N/A,HBO Asia,8,6,55,52,0,0,77,20,2,,402,122,1
Review,N/A,Comedy Central,8,1,45,1,0,0,84,13,4,,378,85,1
Animal,Netflix,,8,8,39,39,0,0,18,15,0,,78,61,1
Friends,N/A,ABC,8,7,33,32,0,0,60,32,1,18-02-2023,366,183,1
Dexter,N/A,Showtime,8,8,31,31,0,0,20,20,0,,105,105,1
Release,Topic,,8,3,31,3,0,0,82,24,3,,429,123,1
Away,Netflix,,8,7,24,20,0,0,86,61,6,18-02-2023,528,395,1
Lockwood & Co.,Netflix,,8,0,22,0,0,0,56,14,2,,398,125,1
Succession,N/A,HBO,7,7,69,69,0,0,83,49,3,,550,308,1
Loving,N/A,ABC,7,7,67,67,0,0,67,53,2,,455,364,1
Cult,N/A,The CW,7,2,53,19,0,0,56,16,0,,316,124,1
Cunk on Earth,BBC iPlayer,,7,5,48,40,0,0,31,23,1,,251,220,1
Huge,N/A,Freeform,7,7,44,44,0,0,52,43,1,,283,256,1
Physical,Apple TV+,,7,7,39,39,0,0,30,29,0,,154,151,1
Acapulco,Apple TV+,,7,6,38,28,0,0,48,34,0,,293,232,1
Carnival Row,Prime Video,,7,7,35,35,0,0,12,11,0,,71,63,1
Rising,Hill.TV,,7,5,35,18,0,0,49,18,0,,281,63,1
Connect,Disney+,,7,1,34,8,0,0,50,7,1,,243,28,1
Brothers,N/A,Showtime,7,7,32,32,0,0,32,25,0,,190,100,1
The Brothers,N/A,BBC One,7,7,32,32,0,0,29,25,0,,168,100,1
The Great,Hulu,,7,3,31,16,0,0,64,25,2,,243,122,1
Animal Control,N/A,FOX,7,7,25,25,0,0,7,7,0,,25,25,8
Delete,N/A,REELZ,7,1,24,5,0,0,64,1,3,,100,5,1
The Deleted,fullscreen,,7,7,24,24,0,0,53,42,2,,87,68,1
The English,BBC iPlayer,,7,5,24,15,0,0,63,42,2,,357,220,1
Marc,N/A,ITV1,7,1,22,3,0,0,28,4,0,,98,12,1
Aile,N/A,Show TV,7,0,22,0,0,0,37,0,1,18-02-2023,221,0,4
GOLD,N/A,Fuji TV,7,1,21,3,0,0,53,8,1,18-02-2023,248,45,1
The Plot,Disney+,,6,6,57,57,0,0,72,44,1,,399,258,1
Your Honor,SonyLIV,,6,6,55,55,0,0,26,25,0,,141,134,1
Mr. Robot,N/A,USA Network,6,5,46,38,0,0,40,18,1,18-02-2023,202,95,1
Community,Yahoo! View,,6,5,45,38,0,0,32,25,0,,170,134,1
The Premise,Hulu,,6,6,42,42,0,0,67,58,2,,391,354,1
