name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Family,N/A,ITV1,10,9,45,41,1,1,353,317,21,26-07-2023,1850,1618,1
Loving,N/A,ABC,10,10,45,45,2,-1,319,305,19,,2420,2329,1
Wanted,N/A,SBS,10,10,42,42,1,6,267,243,12,,1419,1205,1
Black,N/A,OCN,10,5,41,21,13,-8,550,452,29,,3108,2618,1
Invincible,Prime Video,,10,10,39,39,1,9,36,30,1,,178,161,1
Brot,N/A,Ríkisútvarpið,10,0,26,0,1,5,189,0,3,,977,0,1
The Rig,Prime Video,,9,0,88,0,0,0,194,13,6,,1313,61,1
The Building,N/A,CBS,9,8,85,82,0,0,198,179,2,,1262,1141,1
The Case,N/A,BBC One,9,9,55,55,0,0,68,57,0,,287,258,1
Strange,N/A,BBC One,9,9,55,55,0,0,275,199,11,02-08-2023,1431,1137,1
New World,Netflix,,9,2,55,8,0,0,129,11,5,02-08-2023,851,67,1
Ride,N/A,Hallmark Channel,9,9,53,53,0,0,136,128,3,02-08-2023,1072,1014,16
Secret Invasion,Disney+,,9,9,48,48,0,0,100,92,6,02-08-2023,796,676,1
Tonight,N/A,ITV1,9,7,44,40,0,0,128,113,0,,789,742,1
Treme,N/A,HBO,9,1,43,15,0,0,182,31,2,,1031,175,1
For All Mankind,Apple TV+,,9,9,42,42,0,0,97,72,1,,580,460,1
Move,Netflix,,9,2,19,13,0,0,314,91,13,,1302,478,1
Happy,N/A,NBC,8,8,79,79,0,0,395,368,22,,2313,2118,1
Review,N/A,Comedy Central,8,3,50,27,0,0,291,71,12,,1535,369,1
Sona,YouTube,,8,0,37,0,0,0,438,5,27,02-08-2023,2177,35,1
The Premise,Hulu,,8,8,30,30,0,0,238,223,11,,1439,1380,1
Heels,N/A,STARZ,8,8,27,27,0,0,41,39,0,,178,161,1
Rush,N/A,Network 10,8,6,23,17,0,0,145,41,2,,730,145,1
Catch,N/A,NPO 3,7,5,70,44,0,0,283,200,11,,1975,1475,1
David,N/A,TNT,7,7,65,65,0,0,119,104,1,,658,599,1
Today,N/A,NBC,7,7,62,62,0,0,192,169,3,,1264,1142,1
Return,N/A,SBS,7,2,56,28,0,0,140,83,1,,949,611,1
The Plot,Disney+,,7,6,54,45,0,0,280,233,8,,1685,1391,1
Murder,N/A,BBC Two,7,2,53,12,0,0,294,147,9,,1747,904,1
Class,Netflix,,7,4,52,14,0,0,305,158,11,02-08-2023,2127,1136,1
The Sopranos,N/A,HBO,7,7,48,48,0,0,235,210,10,,1331,1215,1
New Worlds,N/A,Channel 4,7,6,47,43,0,0,117,112,5,02-08-2023,769,756,1
Away,Netflix,,7,6,41,40,0,0,306,271,19,02-08-2023,1915,1749,1
Severance,Apple TV+,,7,5,35,30,0,0,381,307,19,02-08-2023,2420,1987,1
Release,Topic,,7,5,33,25,0,0,270,87,11,02-08-2023,1453,380,1
Mr. Robot,N/A,USA Network,7,3,31,20,0,0,130,60,3,,783,453,1
Persona,Netflix,,7,0,30,0,0,0,366,5,18,,1803,35,1
The Project,N/A,Network 10,7,6,29,24,0,0,106,78,1,,679,557,1
Home,Apple TV+,,7,4,29,25,0,0,244,117,5,,1265,648,1
Empire,N/A,CBS,7,7,25,25,0,0,133,109,2,,683,548,1
Drive,N/A,FOX,7,3,23,8,0,0,122,47,0,,667,288,1
Stuck,N/A,TLC,6,6,59,59,0,0,110,105,1,,838,816,1
Agent,TV2 Play,,6,5,53,52,0,0,189,158,6,,1215,1048,1
Dogs,Netflix,,6,6,46,46,0,0,137,109,1,,900,714,1
Reservation Dogs,Hulu,,6,6,46,46,0,0,62,54,1,,415,381,1
Eyes,N/A,ABC,6,5,45,43,0,0,74,69,0,,427,393,1
Star Trek,N/A,NBC,6,6,43,43,0,0,226,211,8,02-08-2023,1491,1445,1
Ted Lasso,Apple TV+,,6,6,41,41,0,0,534,484,23,02-08-2023,4289,3953,1
rage,N/A,ABC,6,6,40,40,0,0,218,152,5,,1054,762,1
The Leftovers,N/A,HBO,6,5,36,33,0,0,265,235,8,,1466,1307,1
School,N/A,BBC Two,6,6,34,34,0,0,168,142,5,,925,809,1
House,N/A,FOX,6,4,33,23,0,0,353,280,17,,1799,1413,1
Minx,N/A,STARZ,6,6,33,33,0,0,17,15,0,,67,64,1
Shrink,Seeso,,6,0,30,0,0,0,326,5,15,,2644,41,1
Shrinking,Apple TV+,,6,5,30,26,0,0,320,297,15,,2609,2439,1
Game of Thrones,N/A,HBO,6,6,28,28,0,0,111,100,1,,518,462,1
Extra,N/A,Syndication,6,1,27,5,0,0,290,38,12,,2137,193,1
Aspe,N/A,VTM,6,0,27,0,0,0,141,0,0,,750,0,1
Atom,N/A,BBC Four,6,5,27,22,0,0,23,7,0,,141,40,1
The Outs,Vimeo,,6,0,26,0,0,0,41,0,0,,164,0,1
Reality Show,N/A,Showtime,6,5,24,22,0,0,49,36,0,,270,218,1
The Lazarus Project,Now,,6,6,24,24,0,0,39,38,0,,266,265,1
Lazarus,Apple TV+,,6,6,24,24,0,0,43,43,0,,276,276,6
Easy,Netflix,,6,6,23,23,0,0,241,225,8,,1632,1565,1
Big Brother,N/A,RTL,6,6,22,22,0,0,25,25,0,,93,93,1
Breaking Bad,N/A,AMC,6,5,20,19,0,0,254,228,10,,1399,1289,1
Space,N/A,CBS,6,6,1,1,0,0,172,134,1,,851,700,1
Beyond,N/A,Freeform,5,5,76,76,0,0,111,103,1,,685,649,1
How To with John Wilson,N/A,HBO,5,5,56,56,0,0,19,16,0,,160,133,1
The Murders,N/A,Citytv,5,5,44,44,0,0,99,94,0,,616,594,1
Peacock,BBC iPlayer,,5,5,41,41,0,0,140,130,1,,897,837,1
Huge,N/A,Freeform,5,5,36,36,0,0,190,174,6,,1090,1042,1
ReBoot,N/A,YTV,5,5,33,33,0,0,70,61,0,,325,293,1
Reboot,Hulu,,5,5,33,33,0,0,70,61,0,,325,293,1
The Great,Hulu,,5,3,32,27,0,0,221,122,7,,1224,760,1
Rain,MX Player,,5,3,32,28,0,0,261,175,13,,1536,965,1
Believe,N/A,NBC,5,5,31,31,0,0,240,208,9,,1115,975,1
Hero,N/A,MBC,5,3,29,22,0,0,198,85,5,,930,377,1
Mr Inbetween,N/A,FX,5,4,29,25,0,0,164,83,3,,1291,604,1
The InBetween,N/A,NBC,5,4,29,25,0,0,158,120,2,,1243,972,1
The After Party,N/A,Nickelodeon,5,4,26,25,0,0,20,16,0,,92,78,1
Billy,N/A,CBS,5,5,26,26,0,0,34,33,0,,288,231,1
Futurama,Hulu,,5,5,24,24,0,0,16,16,0,,106,106,1
Baby,Netflix,,5,5,24,24,0,0,114,66,0,,799,500,1
Norm,N/A,ABC,5,0,22,0,0,0,201,8,3,,1137,45,1
Amazon,N/A,Syndication,5,4,21,10,0,0,276,253,12,,2012,1880,1
Lore,Prime Video,,5,2,20,5,0,0,118,61,0,,681,318,1
Blind,TVING,tvN,5,0,19,0,0,0,139,44,3,,822,366,1
Chance,Hulu,,5,5,18,18,0,0,200,167,7,,1033,896,1
Working,N/A,NBC,5,4,18,17,0,0,135,124,1,,814,750,1
The Terror,N/A,AMC,5,5,17,17,0,0,31,29,0,,220,193,1
Kingdom,N/A,Mnet,5,5,14,14,0,0,97,85,0,,439,394,1
The Expanse,Prime Video,,5,4,14,12,0,0,142,107,3,,740,561,1
Random,YouTube,,5,5,14,14,0,0,130,88,0,,535,315,1
The Writer,N/A,MBC Drama,5,0,11,0,0,0,158,28,2,,692,150,1
Major,N/A,NHK,5,3,3,-28,0,0,151,108,1,,720,547,1
Politi,TV 2 Play,,5,0,-5,0,0,0,15,0,0,,77,0,31
