name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Working,N/A,NBC,10,10,51,51,1,2,86,77,1,,536,490,1
All In,N/A,SBS,10,7,32,22,1,4,84,60,1,,526,388,1
Ride,N/A,Hallmark Channel,9,9,72,72,0,0,51,49,1,,380,358,16
Love & Death,HBO Max,,9,2,66,11,0,0,34,22,1,,242,140,7
The Americans,N/A,NBC,9,8,59,57,0,0,142,125,5,,1097,1013,1
Rabbit Hole,Paramount+,,9,9,56,56,0,0,97,90,5,,684,645,1
Anne,N/A,ITV1,9,0,55,0,0,0,147,18,4,,814,128,1
Rain,MX Player,,9,5,50,26,0,0,177,118,9,,1186,717,1
Sign,N/A,TV Asahi,9,7,32,23,0,0,113,48,2,13-05-2023,630,304,1
Review,N/A,Comedy Central,9,3,27,7,0,0,194,43,9,,848,223,1
The Citadel,N/A,BBC One,8,8,100,100,0,0,44,43,2,13-05-2023,371,368,1
Citadel,Prime Video,,8,8,100,100,0,0,44,43,2,13-05-2023,371,368,1
The Marvelous Mrs. Maisel,Prime Video,,8,8,73,73,0,0,40,40,0,,379,379,1
Sort Of,CBC Gem,,8,8,73,73,0,0,156,142,4,,845,780,1
Case,N/A,Stöð 2,8,7,63,46,0,0,189,143,7,13-05-2023,1035,794,1
The Plot,Disney+,,8,8,48,48,0,0,201,162,6,,1189,954,1
The Writer,N/A,MBC Drama,8,2,42,11,0,0,96,20,0,,477,120,1
Treme,N/A,HBO,8,0,37,0,0,0,128,18,2,,748,95,1
Human,Disney+ Hotstar,,8,6,36,28,0,0,94,56,1,,442,242,1
Move,Netflix,,8,2,34,3,0,0,204,56,9,13-05-2023,883,304,1
Mad Men,N/A,AMC,8,8,30,30,0,0,73,68,1,,476,441,1
Strike,BBC iPlayer,,8,8,5,5,0,0,71,58,0,,275,238,1
Caught,N/A,CBC,7,7,101,101,0,0,117,105,2,13-05-2023,828,788,1
Romance,N/A,France 2,7,6,74,71,0,0,76,66,1,,481,432,1
This Week,N/A,BBC One,7,6,70,63,0,0,242,172,14,,2071,1573,1
Missing,N/A,BBC One,7,7,69,69,0,0,115,100,2,,606,521,1
The Missing,N/A,Discovery Channel,7,7,69,69,0,0,110,100,2,,581,521,1
The Diplomat,Netflix,,7,6,64,62,0,0,96,92,2,,971,934,1
Cult,N/A,The CW,7,3,59,22,0,0,116,49,0,,731,322,1
Drops of God,Apple TV+,,7,7,57,57,0,0,30,30,0,,286,286,4
Easy,Netflix,,7,7,48,48,0,0,162,146,6,,1154,1087,1
Supernatural,N/A,BBC One,7,7,45,45,0,0,80,69,1,,453,406,1
Extra,N/A,Syndication,7,3,40,5,0,0,216,19,9,,1805,101,1
White House Plumbers,N/A,HBO,7,7,40,40,0,0,20,19,0,,126,124,1
Aspe,N/A,VTM,7,0,36,0,0,0,102,0,0,,605,0,1
Played,N/A,CTV,7,7,32,32,0,0,183,168,6,,1058,936,1
The Answers,N/A,FX,7,6,30,24,0,0,45,42,0,,230,205,1
Release,Topic,,7,3,23,4,0,0,184,53,7,,984,270,1
Push,N/A,ABC,7,3,19,9,0,0,87,34,0,,463,154,1
Today,N/A,NBC,7,6,14,13,0,0,122,103,1,,741,634,1
Thriller,N/A,ITV1,7,7,12,12,0,0,141,104,3,13-05-2023,817,538,1
Halt and Catch Fire,N/A,AMC,6,6,79,79,0,0,55,48,1,,450,416,1
Justified,N/A,FX,6,6,69,69,0,0,108,106,3,,590,586,1
Suspense,N/A,BBC One,6,3,57,36,0,0,60,40,0,,347,230,1
Peacock,BBC iPlayer,,6,6,53,53,0,0,106,97,1,,698,658,1
Finally,N/A,MBC,6,6,50,50,0,0,78,78,3,,654,654,14
Stuck,N/A,TLC,6,6,47,47,0,0,63,58,0,,454,432,1
The Rig,Prime Video,,6,0,46,0,0,0,107,11,2,,562,42,1
Happy,N/A,NBC,6,6,45,45,0,0,255,228,15,13-05-2023,1471,1276,1
Away,Netflix,,6,6,44,44,0,0,210,178,14,13-05-2023,1340,1190,1
Trauma,N/A,ICI Radio-Canada Télé,6,4,39,23,0,0,34,20,0,,261,167,1
Kept,N/A,VH1,6,6,35,35,0,0,138,115,3,13-05-2023,789,676,1
Rebecca,N/A,TF1,6,6,32,32,0,0,14,14,0,,66,66,1
Train,N/A,OCN,6,4,32,24,0,0,62,38,0,,481,259,1
Tonight,N/A,ITV1,6,6,31,31,0,0,82,73,0,,547,513,1
Fear,N/A,MTV,6,6,29,29,0,0,34,25,0,,131,106,1
Limit,N/A,TV Tokyo,6,2,28,3,0,0,88,7,1,,414,30,1
Trop,ICI Tou.tv,,6,0,28,0,0,0,103,0,2,,460,0,1
With You,iQIYI,,6,3,27,7,0,0,82,46,1,,264,121,1
Return,N/A,SBS,6,6,24,24,0,0,91,55,1,,525,345,1
Dive,N/A,BBC Two,6,4,11,7,0,0,41,20,0,,222,96,1
Brot,N/A,Ríkisútvarpið,6,0,8,0,0,0,131,0,2,,688,0,1
Reacher,Prime Video,,5,5,85,85,0,0,57,49,0,,337,311,1
Shrink,Seeso,,5,0,83,0,0,0,254,3,14,,2213,35,1
Shrinking,Apple TV+,,5,5,83,83,0,0,252,236,14,,2201,2059,1
Out There,N/A,IFC,5,5,82,82,0,0,62,51,0,,335,294,1
Skin,N/A,FOX,5,2,72,39,0,0,78,12,0,,418,87,1
All That,N/A,Nickelodeon,5,5,49,49,0,0,57,53,0,,239,224,1
Poker Face,Peacock,,5,5,45,45,0,0,261,244,9,,2233,2119,1
The Killing,Shahid,,5,5,41,41,0,0,77,71,1,,440,420,1
Major,N/A,NHK,5,4,41,39,0,0,101,72,1,,485,382,1
Rising,Hill.TV,,5,4,38,21,0,0,113,44,0,,763,211,1
Aile,N/A,Show TV,5,0,38,0,0,0,150,0,7,,730,0,4
Breaking Bad,N/A,AMC,5,5,36,36,0,0,152,133,5,,825,745,1
Beyond,N/A,Freeform,5,5,36,36,0,0,68,61,0,,434,400,1
Asur,Voot,,5,0,33,0,0,0,66,0,0,,367,0,1
The Expecting,Quibi,,5,5,33,33,0,0,91,84,1,,752,655,1
Space,N/A,CBS,5,5,31,31,0,0,120,95,1,,614,535,1
Evil,Paramount+,,5,5,31,31,0,0,170,119,5,,841,569,1
Guilt,BBC iPlayer,,5,2,28,11,0,0,37,6,0,,216,32,1
Cross,Prime Video,,5,5,27,27,0,0,120,64,3,,600,291,1
Not Even,Sky Go,,5,5,27,27,0,0,48,47,0,,207,202,7
Legit,N/A,BBC One,5,3,23,16,0,0,30,25,0,,185,164,1
The Good Place,N/A,NBC,5,4,23,17,0,0,39,33,0,,154,130,1
Better Call Saul,N/A,AMC,5,3,19,12,0,0,131,82,4,,607,386,1
Click,N/A,BBC News,5,1,18,2,0,0,48,16,0,,237,51,1
Taken,N/A,NBC,5,5,16,16,0,0,47,43,0,,191,176,1
Riot,N/A,FOX,5,5,14,14,0,0,97,74,2,,525,472,1
Patriot,Prime Video,,5,5,14,14,0,0,85,69,1,,487,454,1
Empire,N/A,CBS,5,5,13,13,0,0,82,66,1,,413,329,1
The Family,Netflix,,5,5,13,13,0,0,31,26,0,,174,138,1
The Capture,BBC iPlayer,,5,5,12,12,0,0,76,43,0,,331,191,1
Friends,N/A,ABC,5,4,7,2,0,0,130,90,2,,736,446,1
