name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Rain,MX Player,,11,9,113,100,3,0,160,106,9,,1067,646,1
Shrink,Seeso,,11,0,97,0,14,-1,245,3,14,,2073,35,1
Shrinking,Apple TV+,,11,10,97,82,14,-1,243,227,14,,2061,1919,1
Psych,N/A,USA Network,11,2,72,8,1,4,88,12,1,,489,56,1
Somebody,N/A,Mnet,11,11,59,59,1,8,40,38,1,,313,295,1
Today,N/A,NBC,11,9,44,41,1,7,108,91,1,,670,571,1
Candy,Voot,,11,10,44,42,1,10,17,14,1,,66,60,1
Move,Netflix,,11,3,18,4,1,3,185,51,8,,802,275,1
The Killing,Shahid,,10,10,87,87,1,6,70,64,1,,379,359,1
Chance,Hulu,,10,10,76,76,1,4,123,96,6,22-04-2023,602,494,1
DAVE,N/A,ORF 1,10,10,76,76,1,4,49,41,2,22-04-2023,275,232,1
Luck,N/A,HBO,10,1,68,11,1,2,84,11,2,,607,47,1
Class,Netflix,,10,3,68,10,1,4,149,71,3,,1138,585,1
Huge,N/A,Freeform,10,9,63,62,1,3,125,113,4,22-04-2023,749,713,1
Norm,N/A,ABC,10,1,58,11,1,6,116,4,1,,641,15,1
The Night Agent,Netflix,,10,9,52,51,6,-1,112,103,6,,729,690,1
The Premise,Hulu,,10,10,47,47,2,-3,151,138,7,,953,900,1
Sign,N/A,TV Asahi,10,8,42,38,1,7,93,36,1,,530,245,1
The One,Netflix,,10,7,34,26,1,8,121,86,5,,627,515,1
STAT,N/A,ICI Radio-Canada Télé,10,0,31,0,8,-3,153,2,9,,903,4,6
Release,Topic,,10,1,20,1,1,6,170,49,7,,897,260,1
Mrs. Davis,Peacock,,9,8,106,105,0,0,21,20,0,,234,233,1
Drops of God,Apple TV+,,9,9,104,104,0,0,15,15,0,,139,139,4
Thriller,N/A,ITV1,9,7,89,62,0,0,123,89,2,,747,479,1
Ride,N/A,Hallmark Channel,9,8,89,79,0,0,33,31,1,,248,226,16
Caught,N/A,CBC,9,9,85,85,0,0,98,86,1,,651,611,1
Anne,N/A,ITV1,9,0,85,0,0,0,135,17,4,,743,125,1
Aspe,N/A,VTM,9,0,80,0,0,0,92,0,0,,548,0,1
Ringer,N/A,The CW,9,0,71,0,0,0,31,2,1,28-04-2023,205,11,1
Dead Ringers,Prime Video,,9,9,71,71,0,0,29,29,1,28-04-2023,194,194,1
Medic,N/A,NBC,9,8,71,61,0,0,86,51,1,,512,336,1
Six Feet Under,N/A,HBO,9,9,62,62,0,0,47,41,0,,257,222,1
Kept,N/A,VH1,9,9,57,57,0,0,119,98,2,28-04-2023,651,548,1
Cross,Prime Video,,9,3,55,16,0,0,112,58,3,,564,263,1
Treme,N/A,HBO,9,3,53,7,0,0,119,18,2,,708,95,1
Black,N/A,OCN,9,8,53,49,0,0,286,223,16,28-04-2023,1625,1283,1
Review,N/A,Comedy Central,9,2,39,4,0,0,180,38,9,28-04-2023,782,205,1
Somebody Somewhere,N/A,HBO,9,9,37,37,0,0,28,26,0,,171,153,1
Pose,N/A,FX,9,1,27,-8,0,0,189,45,9,,721,122,1
Space,N/A,CBS,9,9,19,19,0,0,110,85,1,,567,488,1
Released,N/A,Oprah Winfrey Network,9,9,19,19,0,0,105,89,0,,548,479,1
The Wire,N/A,HBO,9,9,18,18,0,0,179,162,8,,1006,852,1
Dogs,Netflix,,8,6,83,34,0,0,86,68,1,,542,419,1
Perry Mason,N/A,HBO,8,8,68,68,0,0,141,133,6,28-04-2023,1439,1367,1
David,N/A,TNT,8,7,62,58,0,0,74,63,1,,396,354,1
Sweet Tooth,Netflix,,8,8,59,59,0,0,26,25,1,28-04-2023,158,157,1
The Last of Us,N/A,HBO,8,6,52,25,0,0,589,458,14,,4465,3775,1
Mars,N/A,GTV,8,3,49,19,0,0,43,20,0,,240,79,1
MARS,N/A,National Geographic Channel,8,3,49,19,0,0,43,20,0,,240,79,1
The Building,N/A,CBS,8,8,48,48,0,0,104,88,1,,693,593,1
Banshee,N/A,Cinemax,8,8,44,44,0,0,94,79,2,28-04-2023,473,367,1
Connect,Disney+,,8,4,38,18,0,0,87,13,1,,438,62,1
The Rehearsal,N/A,HBO,8,8,37,37,0,0,45,37,0,,259,218,1
Bodyguard,N/A,BBC One,8,8,35,35,0,0,37,35,0,,169,165,1
Beat,Prime Video,,8,4,35,7,0,0,63,34,0,,317,203,1
Revenge,N/A,ABC,8,8,31,31,0,0,43,37,0,,324,278,1
The Capture,BBC iPlayer,,8,4,22,5,0,0,68,38,0,,300,179,1
Easy,Netflix,,7,7,97,97,0,0,148,132,6,,1064,997,1
GOLD,N/A,Fuji TV,7,3,80,22,0,0,95,27,1,,635,199,1
Phenom,N/A,ABC,7,0,76,0,0,0,78,0,0,,759,0,1
Friends,N/A,ABC,7,5,75,47,0,0,119,82,2,,682,413,1
Warrior,HBO Max,,7,6,63,62,0,0,52,43,0,,306,253,1
Justified,N/A,FX,7,7,52,52,0,0,96,94,3,28-04-2023,499,495,1
The British,N/A,Sky Atlantic,7,7,51,51,0,0,133,116,4,,813,732,1
Murder,N/A,BBC Two,7,5,51,44,0,0,197,99,7,,1204,667,1
SWARM,Bilibili,,7,7,49,49,0,0,85,80,2,,707,662,1
Swarm,Prime Video,,7,7,49,49,0,0,85,80,2,,707,662,7
Sort Of,CBC Gem,,7,7,48,48,0,0,144,130,4,,761,696,1
Doubt,N/A,CBS,7,4,47,23,0,0,64,40,0,,434,215,1
Hero,N/A,MBC,7,5,47,41,0,0,132,54,4,,641,260,1
Popular,N/A,The WB,7,7,45,45,0,0,108,88,0,,464,387,1
Psycho,N/A,ARTE,7,1,42,1,0,0,62,12,0,,355,41,1
Case,N/A,Stöð 2,7,6,41,34,0,0,170,126,6,28-04-2023,925,709,1
The Great,Hulu,,7,3,40,26,0,0,111,50,2,,535,271,1
Trap,N/A,OCN,7,1,40,3,0,0,64,5,3,,419,-8,1
Lucky Hank,AMC+,,7,7,39,39,0,0,39,37,0,,378,363,2
Search,N/A,OCN,7,6,38,37,0,0,75,46,1,,235,170,1
Slow Horses,Apple TV+,,7,6,36,34,0,0,148,88,5,,1197,663,1
Limit,N/A,TV Tokyo,7,1,35,7,0,0,78,5,1,28-04-2023,371,27,1
Brot,N/A,Ríkisútvarpið,7,0,29,0,0,0,121,0,2,,654,0,1
Wanted,N/A,SBS,7,7,27,27,0,0,160,136,7,,803,589,1
Woman,N/A,NTV,7,7,26,26,0,0,75,56,0,,337,249,1
Alif,N/A,Geo Entertainment,7,0,25,0,0,0,33,0,0,,134,0,1
Chernobyl,N/A,HBO,7,7,24,24,0,0,50,45,0,,304,257,1
Delete,N/A,REELZ,7,0,23,0,0,0,124,2,4,,268,6,1
The Deleted,fullscreen,,7,7,23,23,0,0,112,101,3,,254,235,1
Working,N/A,NBC,7,7,23,23,0,0,68,59,0,,446,400,1
All That,N/A,Nickelodeon,7,7,22,22,0,0,51,47,0,,187,172,1
The Mandalorian,Disney+,,7,7,22,22,0,0,170,157,8,28-04-2023,1435,1370,1
Stupid,N/A,BBC One,7,7,20,20,0,0,91,66,0,,332,218,1
Evil,Paramount+,,6,6,78,78,0,0,157,106,5,28-04-2023,781,509,1
Punch,N/A,SBS,6,0,71,0,0,0,28,14,0,,137,40,1
Better Call Saul,N/A,AMC,6,5,65,46,0,0,119,75,4,28-04-2023,564,365,1
The Marvelous Mrs. Maisel,Prime Video,,6,6,58,58,0,0,29,29,0,,286,286,1
Skin,N/A,FOX,6,1,56,2,0,0,70,10,0,,325,48,1
Welcome,N/A,KBS2,6,6,52,52,0,0,51,36,0,,364,294,1
Troy,N/A,E4,6,3,51,26,0,0,27,14,0,,182,82,1
Not Even,Sky Go,,6,6,50,50,0,0,38,37,0,,144,139,7
Halfway,N/A,BBC Two Wales,6,6,48,48,0,0,84,76,0,,581,518,1
Snowfall,N/A,FX,6,6,45,45,0,0,73,69,3,,380,362,1
Atlanta,N/A,FX,6,6,45,45,0,0,68,59,1,,442,387,1
Dive,N/A,BBC Two,6,2,45,10,0,0,32,14,0,,203,83,1
The Universe,N/A,H2,6,5,44,42,0,0,44,38,0,,245,236,1
The Expecting,Quibi,,6,6,44,44,0,0,84,77,1,,696,599,1
Universe,N/A,BBC Two,6,5,44,42,0,0,48,38,0,,260,236,1
Return,N/A,SBS,6,5,43,41,0,0,80,45,1,28-04-2023,451,273,1
Gate,N/A,Tokyo MX,6,5,37,35,0,0,59,38,0,,322,195,1
Monster,N/A,NRK1,6,3,32,10,0,0,55,25,0,,259,124,1
Blue,Hulu,,6,5,29,28,0,0,67,45,1,28-04-2023,352,242,1
School,N/A,BBC Two,6,6,26,26,0,0,107,84,4,28-04-2023,606,509,1
Over the Top,N/A,ABC,6,6,23,23,0,0,50,45,0,,262,253,1
The Rig,Prime Video,,6,0,20,0,0,0,95,11,2,,503,42,1
The Scene,YouTube,,6,4,10,6,0,0,72,31,0,,315,118,1
Beyond,N/A,Freeform,5,5,103,103,0,0,59,52,0,,388,354,1
Stuck,N/A,TLC,5,5,95,95,0,0,57,52,0,,407,385,1
Mine,N/A,tvN,5,3,63,15,0,0,54,22,0,,291,130,1
The Americans,N/A,NBC,5,5,62,62,0,0,131,115,5,28-04-2023,1019,937,1
Human,Disney+ Hotstar,,5,3,59,33,0,0,78,45,1,,369,192,1
Addict,N/A,TF1,5,0,51,0,0,0,42,4,0,,307,33,1
100%,N/A,Channel 5,5,5,44,44,0,0,59,50,0,,298,266,1
Gone,N/A,Investigation Discovery,5,5,41,41,0,0,73,63,0,,363,342,1
Five,N/A,Fuji TV,5,5,40,40,0,0,60,49,0,,297,263,1
Ramo,N/A,Show TV,5,0,40,0,0,0,65,0,0,,357,0,1
Dickinson,Apple TV+,,5,5,39,39,0,0,25,25,0,,118,118,1
White House Plumbers,N/A,HBO,5,5,35,35,0,0,9,8,0,,64,62,1
Blind,TVING,tvN,5,3,32,6,0,0,89,31,3,,532,217,1
Smile,N/A,TBS,5,2,29,24,0,0,25,16,0,,223,194,1
Tonight,N/A,ITV1,5,4,28,24,0,0,72,63,0,,503,469,1
The Writer,N/A,MBC Drama,5,2,28,3,0,0,86,18,0,,421,109,1
Anna,N/A,Sky Atlantic,5,5,28,28,0,0,77,58,0,,510,384,1
Wanna,Netflix,,5,5,28,28,0,0,39,35,0,,229,216,1
Pandemic,N/A,Hallmark Channel,5,5,27,27,0,0,37,34,0,,279,261,1
Producer,N/A,KBS2,5,1,26,14,0,0,26,6,0,,107,29,1
Extra,N/A,Syndication,5,0,25,0,0,0,205,15,9,,1731,86,1
Slip,The Roku Channel,,5,2,25,9,0,0,15,9,0,,66,45,11
Severance,Apple TV+,,5,5,24,24,0,0,236,172,12,,1623,1228,1
Servant,Apple TV+,,5,4,21,15,0,0,87,81,2,,612,562,1
Access,N/A,C8,5,5,18,18,0,0,21,18,0,,83,76,1
Home,Apple TV+,,5,4,16,15,0,0,153,66,3,28-04-2023,865,403,1
Rising,Hill.TV,,5,1,16,1,0,0,102,38,0,,636,181,1
Julia,N/A,LBCI,5,1,14,3,0,0,29,19,0,,108,75,1
