name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Star Trek,N/A,NBC,10,10,54,54,1,1,178,164,5,25-06-2023,1170,1126,1
Wanted,N/A,SBS,10,10,18,18,1,3,239,215,11,,1286,1072,1
Sunny,Apple TV+,,9,8,83,79,0,0,53,49,0,,341,320,1
Space,N/A,CBS,9,6,70,53,0,0,151,116,1,,773,633,1
The Building,N/A,CBS,9,9,63,63,0,0,171,153,2,,1065,947,1
New Worlds,N/A,Channel 4,9,8,52,51,0,0,76,74,2,06-07-2023,491,489,1
New World,Netflix,,9,0,52,0,0,0,84,6,2,06-07-2023,547,39,1
Game of Thrones,N/A,HBO,9,9,49,49,0,0,90,82,0,,406,357,1
Sent,N/A,HBO Asia,9,4,41,15,0,0,260,98,9,,1455,602,1
Rain,MX Player,,9,5,41,21,0,0,242,164,13,,1427,905,1
Platonic,Apple TV+,,9,7,40,30,0,0,79,72,5,06-07-2023,543,505,13
Trying,Apple TV+,,9,8,36,31,0,0,407,379,25,06-07-2023,2057,1935,1
Move,Netflix,,9,4,8,7,0,0,285,84,13,06-07-2023,1184,445,1
Riot,N/A,FOX,8,8,139,139,0,0,152,120,4,,883,788,1
Review,N/A,Comedy Central,8,2,86,10,0,0,261,61,12,06-07-2023,1300,289,1
The Leftovers,N/A,HBO,8,7,82,79,0,0,244,217,8,,1349,1197,1
The Other Two,Max,,8,8,73,73,0,0,103,97,2,,768,735,1
Peacock,BBC iPlayer,,8,8,50,50,0,0,131,121,1,,836,776,1
Crowded,N/A,NBC,8,8,49,49,0,0,50,50,2,06-07-2023,310,310,1
The Crowded Room,Apple TV+,,8,7,49,46,0,0,46,44,2,06-07-2023,270,259,1
Ride,N/A,Hallmark Channel,8,7,48,35,0,0,92,86,1,,759,720,16
Kept,N/A,VH1,8,8,43,43,0,0,184,158,3,,997,856,1
Pose,N/A,FX,8,5,26,15,0,0,279,87,13,06-07-2023,1180,342,1
Happy,N/A,NBC,8,8,24,24,0,0,349,322,20,06-07-2023,2007,1812,1
Patriot,Prime Video,,7,7,133,133,0,0,132,113,3,,799,761,1
The Sopranos,N/A,HBO,7,7,78,78,0,0,213,189,10,06-07-2023,1211,1100,1
Acapulco,Apple TV+,,7,5,71,61,0,0,85,61,0,,591,476,1
Tehran,Apple TV+,,7,6,62,26,0,0,24,21,0,,130,90,1
Release,Topic,,7,2,51,-8,0,0,238,70,9,,1304,322,1
Class,Netflix,,7,0,45,0,0,0,275,144,10,06-07-2023,1967,1068,1
Case,N/A,Stöð 2,7,7,41,41,0,0,249,200,10,,1326,1067,1
This Week,N/A,BBC One,7,6,40,35,0,0,340,237,20,06-07-2023,2907,2137,1
True Story,Netflix,,7,6,38,35,0,0,58,47,1,,392,322,1
Murder,N/A,BBC Two,7,3,38,12,0,0,258,129,8,,1530,820,1
Chance,Hulu,,7,6,36,34,0,0,172,140,6,,877,741,1
Persona,Netflix,,7,0,35,0,0,0,336,5,18,06-07-2023,1674,35,1
Sona,YouTube,,7,0,35,0,0,0,399,5,24,06-07-2023,2016,35,1
School,N/A,BBC Two,7,6,27,24,0,0,142,117,4,,766,664,1
The One,Netflix,,7,4,27,18,0,0,170,118,5,,867,694,1
Extraordinary,Disney+,,7,5,26,16,0,0,169,149,6,,1366,1217,1
Mystery Box,Shahid,,7,6,22,23,0,0,33,30,0,,163,146,16
BEEF,Netflix,,7,7,18,18,0,0,289,279,8,,3304,3190,16
The Last of Us,N/A,HBO,7,6,17,9,0,0,634,494,15,,4644,3915,1
The Great,Hulu,,7,6,16,15,0,0,198,108,7,,1109,694,1
rage,N/A,ABC,7,6,14,13,0,0,196,134,5,,941,669,1
Succession,N/A,HBO,6,5,75,74,0,0,767,699,21,06-07-2023,7448,6933,1
Shrink,Seeso,,6,0,64,0,0,0,301,3,15,,2498,35,1
Shrinking,Apple TV+,,6,5,64,59,0,0,296,276,15,,2466,2309,1
Fringe,N/A,FOX,6,6,60,60,0,0,71,63,0,,411,383,1
Mad Men,N/A,AMC,6,6,59,59,0,0,109,101,2,,678,626,1
Missing,N/A,BBC One,6,6,58,58,0,0,140,125,2,,793,708,1
The Missing,N/A,Discovery Channel,6,6,58,58,0,0,135,125,2,,768,708,1
Ted Lasso,Apple TV+,,6,6,49,49,0,0,499,452,22,,4106,3779,1
Away,Netflix,,6,6,45,45,0,0,279,245,18,06-07-2023,1781,1616,1
STAT,N/A,ICI Radio-Canada Télé,6,0,42,0,0,0,232,3,13,,1371,16,6
House,N/A,FOX,6,4,41,17,0,0,316,251,16,,1612,1256,1
Aile,N/A,Show TV,6,0,33,0,0,0,216,0,10,,1058,0,4
Blue,Hulu,,6,1,32,2,0,0,105,74,1,,582,417,1
David,N/A,TNT,6,6,32,32,0,0,106,91,1,,553,494,1
The Plot,Disney+,,6,6,31,31,0,0,246,202,7,,1440,1171,1
Based on a True Story,Peacock,,6,5,31,28,0,0,34,29,1,,215,201,1
Train,N/A,OCN,6,2,29,9,0,0,89,56,0,,588,331,1
The Middle,N/A,ABC,6,6,26,26,0,0,130,116,0,,765,656,1
Cult,N/A,The CW,6,4,25,26,0,0,168,74,1,,1018,487,1
Evil,Paramount+,,6,6,20,20,0,0,197,142,5,,914,637,1
Caught,N/A,CBC,6,6,19,19,0,0,159,147,2,,1068,1028,1
Stupid,N/A,BBC One,6,5,18,18,0,0,144,112,1,,595,420,1
Aspe,N/A,VTM,6,0,16,0,0,0,126,0,0,,683,0,1
Believe,N/A,NBC,6,6,13,13,0,0,216,184,9,,998,858,1
Released,N/A,Oprah Winfrey Network,5,5,59,59,0,0,146,130,0,,799,730,1
Brot,N/A,Ríkisútvarpið,5,0,42,0,0,0,160,0,2,,827,0,1
Alone,N/A,History,5,5,39,39,0,0,122,103,1,,599,521,1
Yellowjackets,Showtime on Demand,,5,5,36,36,0,0,328,294,12,06-07-2023,3355,3149,1
Chemistry,N/A,Cinemax,5,5,35,35,0,0,83,76,0,,508,482,1
Star Trek: Strange New Worlds,Paramount+,,5,4,35,34,0,0,23,21,0,,211,209,1
Loving,N/A,ABC,5,5,34,34,0,0,280,266,17,06-07-2023,2157,2066,1
Sign,N/A,TV Asahi,5,2,33,10,0,0,158,64,3,06-07-2023,885,390,1
Sisters,N/A,Network 10,5,4,32,27,0,0,106,78,1,,725,546,1
Bad Sisters,Apple TV+,,5,4,32,27,0,0,97,72,1,,690,530,1
SisterS,RTÉ Player,,5,4,32,27,0,0,23,18,0,,131,111,18
Today,N/A,NBC,5,5,30,30,0,0,169,147,3,,1095,974,1
Power,N/A,STARZ,5,2,25,-5,0,0,280,175,11,,1701,925,1
Community,Yahoo! View,,5,5,24,24,0,0,86,76,0,,400,355,1
Ella,N/A,VTM,5,4,22,14,0,0,146,53,3,,827,241,1
Zero,Netflix,,5,4,22,19,0,0,84,70,1,,488,433,1
Major,N/A,NHK,5,4,21,20,0,0,136,97,1,,690,550,1
With You,iQIYI,,5,3,19,6,0,0,114,72,1,,369,200,1
Bang,N/A,S4C,5,1,17,2,0,0,90,26,0,,570,139,1
Money,N/A,BBC Two,5,5,17,17,0,0,92,84,0,,571,531,1
Happy Valley,N/A,BBC One,5,5,15,15,0,0,163,146,6,,999,881,1
The Restaurant,N/A,NBC,5,5,14,14,0,0,21,20,0,,103,101,16
Alien,N/A,FX,5,2,13,6,0,0,55,32,0,,182,115,1
Search,N/A,OCN,5,4,11,9,0,0,98,63,1,,324,242,1
The Writer,N/A,MBC Drama,5,1,6,5,0,0,137,26,1,,605,139,1
Five,N/A,Fuji TV,5,5,5,5,0,0,105,93,0,,493,450,1
