name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Will,N/A,TNT,46,45,178,174,22,6,1105,1045,22,,5553,5226,7
Better,BBC iPlayer,,32,31,208,208,22,-19,1144,1116,22,,5936,5844,7
Silo,Apple TV+,,30,26,149,127,10,-28,500,476,10,,4398,4262,8
Warrior,Max,,26,24,187,169,4,5,150,121,4,,1208,1020,1
The Bear,Hulu,,24,22,201,191,4,-16,259,224,6,,2420,2230,1
The Act,Hulu,,24,0,110,0,17,12,421,1,25,,2689,7,1
Hijack,Apple TV+,,23,22,178,174,3,-9,70,65,3,,532,507,13
Happy,N/A,NBC,19,19,158,158,1,11,368,341,21,06-07-2023,2165,1970,1
Foundation,Apple TV+,,19,18,105,100,1,15,84,74,1,,530,491,1
The Foundation,N/A,Showcase,19,18,105,100,1,15,79,74,1,,508,491,1
Black,N/A,OCN,17,14,77,67,10,-1,506,418,26,,2891,2442,1
Happy Valley,N/A,BBC One,16,16,154,154,1,11,179,162,7,,1153,1035,1
Star Trek,N/A,NBC,16,16,72,72,2,6,194,180,6,,1242,1198,1
Severance,Apple TV+,,15,15,65,65,2,1,356,286,18,,2303,1888,1
The Righteous Gemstones,N/A,HBO,14,14,104,104,3,1,76,70,3,,762,713,1
Family,N/A,ITV1,14,14,82,82,9,3,322,287,19,,1728,1500,1
Strange,N/A,BBC One,14,13,78,76,4,1,236,162,9,,1182,892,1
Barry,N/A,HBO,13,11,86,78,1,9,468,433,14,,4011,3752,1
Lost,N/A,jTBC,13,13,45,45,15,-13,414,388,22,,2243,2096,1
Succession,N/A,HBO,12,12,91,91,1,6,779,711,22,06-07-2023,7539,7024,1
New World,Netflix,,12,2,76,18,1,3,96,8,3,06-07-2023,623,57,1
The Plot,Disney+,,12,12,75,75,1,6,258,214,8,,1515,1246,1
The Rig,Prime Video,,12,0,70,0,3,2,162,13,5,,1030,61,1
The Writer,N/A,MBC Drama,12,2,57,11,1,7,149,28,2,,662,150,1
Trying,Apple TV+,,12,12,52,52,1,3,419,391,26,06-07-2023,2109,1987,1
Anne,N/A,ITV1,12,6,31,19,2,1,217,38,8,,1161,224,1
Invasion,Apple TV+,,11,9,69,57,4,-1,74,65,4,,552,477,1
The One,Netflix,,11,8,69,55,1,4,181,126,6,,936,749,1
School,N/A,BBC Two,11,11,59,59,1,4,153,128,5,,825,723,1
Sona,YouTube,,11,0,32,0,1,4,410,5,25,06-07-2023,2048,35,1
Catch,N/A,NPO 3,11,6,29,20,1,7,254,176,10,,1771,1320,1
The Bureau,N/A,Investigation Discovery,10,10,68,68,1,6,95,79,2,,421,378,1
Zero,Netflix,,10,10,68,68,1,5,94,80,2,,556,501,1
Secret Invasion,Disney+,,10,8,62,50,4,-2,61,54,4,,485,415,1
Chance,Hulu,,10,9,61,60,1,3,182,149,7,,938,801,1
Release,Topic,,10,4,60,10,1,3,248,74,10,,1364,332,1
New Worlds,N/A,Channel 4,10,10,58,58,1,1,86,84,3,06-07-2023,549,547,1
Sign,N/A,TV Asahi,10,4,45,11,1,5,168,68,4,06-07-2023,930,401,1
Banshee,N/A,Cinemax,10,7,37,30,1,6,133,113,3,,712,582,1
Norm,N/A,ABC,9,1,65,5,0,0,187,8,3,,1072,45,1
Detective,N/A,Lifetime,9,8,62,60,0,0,212,187,7,,1376,1252,1
Crowded,N/A,NBC,9,9,60,60,0,0,59,59,2,,370,370,1
Loving,N/A,ABC,9,9,58,58,0,0,289,275,17,,2215,2124,1
Murder,N/A,BBC Two,9,6,53,20,0,0,267,135,8,,1583,840,1
Mani,YouTube,,9,0,48,0,0,0,130,0,2,,679,0,1
The Lincoln Lawyer,Netflix,,9,9,46,46,0,0,24,23,0,,101,98,1
Aile,N/A,Show TV,9,0,40,0,0,0,225,0,10,,1098,0,4
BEEF,Netflix,,9,9,35,35,0,0,298,288,8,,3339,3225,16
Friends,N/A,ABC,9,6,30,24,0,0,180,130,3,,1033,671,1
The Crowded Room,Apple TV+,,8,7,58,56,0,0,54,51,2,,328,315,1
Brot,N/A,Ríkisútvarpið,8,0,55,0,0,0,168,0,2,,882,0,1
The Americans,N/A,NBC,8,8,51,51,0,0,204,181,8,,1462,1352,1
Ante,N/A,NRK1,8,1,51,9,0,0,19,1,1,11-07-2023,74,9,28
Platonic,Apple TV+,,8,7,43,42,0,0,87,79,5,,586,547,13
The Killing,Shahid,,8,8,42,42,0,0,113,107,1,,671,651,1
Ella,N/A,VTM,8,3,33,20,0,0,154,56,3,,860,261,1
Finally,N/A,MBC,7,7,134,134,0,0,182,181,10,11-07-2023,1655,1633,14
Review,N/A,Comedy Central,7,3,100,25,0,0,268,64,12,,1400,314,1
Breaking Bad,N/A,AMC,7,6,71,70,0,0,230,206,9,,1305,1201,1
Strike,BBC iPlayer,,7,7,60,60,0,0,106,89,0,,440,392,1
Today,N/A,NBC,7,7,53,53,0,0,176,154,3,,1148,1027,1
Easy,Netflix,,7,7,48,48,0,0,220,204,7,,1503,1436,1
The British,N/A,Sky Atlantic,7,7,48,48,0,0,203,186,6,,1110,1029,1
Woman,N/A,NTV,7,7,45,45,0,0,108,89,0,,523,435,1
Wanted,N/A,SBS,7,7,42,42,0,0,246,222,11,11-07-2023,1328,1114,1
Hero,N/A,MBC,7,4,41,28,0,0,184,77,5,,848,331,1
Space,N/A,CBS,7,6,38,36,0,0,158,122,1,,811,669,1
Alif,N/A,Geo Entertainment,7,0,38,0,0,0,61,0,0,,237,0,1
Superman,N/A,CBS,7,7,36,36,0,0,37,35,0,,212,195,1
Lore,Prime Video,,7,1,33,5,0,0,103,53,0,,584,295,1
Sort Of,CBC Gem,,7,7,33,33,0,0,204,190,4,,1052,987,1
Stupid,N/A,BBC One,7,4,29,20,0,0,151,116,1,,624,440,1
Kingdom,N/A,Mnet,7,7,28,28,0,0,82,72,0,,404,365,1
rage,N/A,ABC,7,6,26,25,0,0,203,140,5,,967,694,1
The Great,Hulu,,7,6,24,21,0,0,205,114,7,,1133,715,1
Sent,N/A,HBO Asia,7,4,23,15,0,0,267,102,9,,1478,617,1
Slow Horses,Apple TV+,,7,6,22,15,0,0,192,128,5,,1522,968,1
