name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Persona,Netflix,,7,0,16,0,0,0,343,5,18,,1690,35,1
Drops of God,Apple TV+,,6,6,123,123,0,0,102,98,3,,1091,1067,4
Psych,N/A,USA Network,6,1,61,10,0,0,136,28,1,,676,119,1
Kept,N/A,VH1,6,5,60,55,0,0,190,163,3,,1057,911,1
Ride,N/A,Hallmark Channel,6,6,58,58,0,0,98,92,1,,817,778,16
Chemistry,N/A,Cinemax,6,5,56,54,0,0,89,81,0,,564,536,1
All That,N/A,Nickelodeon,6,6,56,56,0,0,80,76,0,,348,333,1
Dude,Prime Video,,6,6,53,53,0,0,107,81,1,,549,424,1
Move,Netflix,,6,2,52,5,0,0,291,86,13,,1236,450,1
Mr Inbetween,N/A,FX,6,4,50,42,0,0,146,75,3,,1147,549,1
The InBetween,N/A,NBC,6,5,50,44,0,0,140,108,2,,1099,874,1
Better Call Saul,N/A,AMC,6,6,49,49,0,0,189,124,6,,970,667,1
Thriller,N/A,ITV1,6,4,47,28,0,0,200,155,4,11-07-2023,1210,878,1
Click,N/A,BBC News,6,4,43,31,0,0,63,24,0,,320,99,1
Five,N/A,Fuji TV,6,6,42,42,0,0,111,99,0,,535,492,1
Black Mirror,Netflix,,6,6,34,34,0,0,137,126,4,11-07-2023,943,885,1
High School,Amazon Freevee,,6,6,34,34,0,0,54,45,0,,356,299,1
Rising,Hill.TV,,6,3,33,19,0,0,142,59,0,,936,300,1
Cross,Prime Video,,6,4,29,15,0,0,167,97,4,,885,476,1
Rush,N/A,Network 10,6,0,26,0,0,0,132,33,2,,683,122,1
Kirk,N/A,The WB,6,6,24,24,0,0,30,26,0,,208,181,1
Yellowjackets,Showtime on Demand,,6,6,23,23,0,0,334,300,12,,3378,3172,1
The Expecting,Quibi,,6,6,21,21,0,0,115,108,1,,838,741,1
Pose,N/A,FX,6,1,20,6,0,0,285,88,13,,1200,348,1
Riot,N/A,FOX,5,5,74,74,0,0,157,125,4,,957,862,1
Patriot,Prime Video,,5,5,74,74,0,0,137,118,3,,873,835,1
I'm a Virgo,Prime Video,,5,4,63,48,0,0,12,11,0,,124,109,11
Deadloch,Prime Video,,5,5,51,51,0,0,13,12,0,,111,99,25
Case,N/A,Stöð 2,5,4,50,41,0,0,254,204,10,,1376,1108,1
GOLD,N/A,Fuji TV,5,5,49,49,0,0,129,41,1,,870,315,1
Pure,N/A,Channel 4,5,3,44,34,0,0,54,37,0,,243,187,1
Released,N/A,Oprah Winfrey Network,5,5,43,43,0,0,151,135,0,,842,773,1
Class,Netflix,,5,2,38,30,0,0,280,146,10,,2005,1098,1
House,N/A,FOX,5,4,37,36,0,0,321,255,16,,1649,1292,1
Mother,N/A,tvN,5,5,37,37,0,0,74,42,0,,389,230,1
Toma,N/A,ABC,5,0,36,0,0,0,53,0,0,,264,0,1
Justified,N/A,FX,5,5,35,35,0,0,149,144,4,,815,793,1
The Forgotten,N/A,ABC,5,5,35,35,0,0,54,53,0,,350,348,1
Forgotten,N/A,ITV1,5,5,35,35,0,0,59,53,0,,387,348,1
The Building,N/A,CBS,5,5,34,34,0,0,176,158,2,,1099,981,1
Winning Time: The Rise of the Lakers Dynasty,N/A,HBO,5,0,34,0,0,0,21,2,0,,199,17,1
All In,N/A,SBS,5,5,32,32,0,0,111,82,1,,710,544,1
Rome,N/A,HBO,5,5,30,30,0,0,90,74,1,,525,447,1
Eyes,N/A,ABC,5,5,29,29,0,0,63,59,0,,353,321,1
The Project,N/A,Network 10,5,4,29,28,0,0,86,62,1,,539,435,1
Anna,Coupang Play,,5,5,29,29,0,0,115,88,0,,699,553,1
Mr. Robot,N/A,USA Network,5,3,27,16,0,0,108,47,2,,679,376,1
Romance,N/A,France 2,5,4,27,26,0,0,95,82,1,,568,504,1
Bosch,Prime Video,,5,4,26,19,0,0,71,58,0,,480,405,1
Ted Lasso,Apple TV+,,5,5,26,26,0,0,504,457,22,,4132,3805,1
Dystopia,Prime Video,,5,0,25,0,0,0,35,2,0,,237,24,1
True Story,Netflix,,5,4,25,23,0,0,63,51,1,,417,345,1
Sally,N/A,SVT1,5,5,23,23,0,0,44,43,0,,238,236,1
The Capture,BBC iPlayer,,5,4,23,14,0,0,108,69,0,,482,289,1
Away,Netflix,,5,5,21,21,0,0,284,250,18,,1802,1637,1
Battlestar Galactica,Peacock,,5,5,18,18,0,0,29,25,0,,134,121,1
Devs,Hulu,,5,4,18,14,0,0,67,58,1,,369,335,1
For All Mankind,Apple TV+,,5,5,16,16,0,0,85,60,1,,528,408,1
Rain,MX Player,,5,3,14,8,0,0,247,167,13,,1441,913,1
The Audience,N/A,Channel 4,5,4,13,12,0,0,112,90,0,,481,369,1
Believe,N/A,NBC,5,5,12,12,0,0,221,189,9,,1010,870,1
Drive,N/A,FOX,5,1,12,1,0,0,112,44,0,,637,280,1
Fortuna,N/A,NRK1,5,0,11,0,0,0,132,0,0,,601,0,1
Slow Burn,N/A,MGM+,5,5,8,8,0,0,87,74,0,,474,411,1
