name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Release,Topic,,10,2,69,2,1,3,217,64,9,03-06-2023,1159,309,1
Happy Valley,N/A,BBC One,10,10,60,60,1,7,142,126,5,,865,749,1
The Great,Hulu,,10,6,60,36,5,-2,180,96,7,,1009,620,1
The Premise,Hulu,,10,9,56,53,1,2,208,194,11,03-06-2023,1324,1268,1
Review,N/A,Comedy Central,10,2,51,11,1,1,233,52,11,03-06-2023,1059,261,1
Hero,N/A,MBC,10,0,43,0,1,9,162,62,5,,770,289,1
Homeland,N/A,Showtime,10,9,35,34,1,7,77,53,2,,377,247,1
Drops of God,Apple TV+,,9,8,120,103,0,0,78,76,3,10-06-2023,691,673,4
Detective,N/A,Lifetime,9,9,96,96,0,0,183,160,7,,1236,1115,1
The Other Two,Max,,9,9,76,76,0,0,72,67,1,,547,523,1
Extra,N/A,Syndication,9,6,63,57,0,0,246,30,10,,1961,175,1
Easy,Netflix,,9,9,52,52,0,0,193,177,6,,1314,1247,1
The Capture,BBC iPlayer,,9,7,46,23,0,0,92,56,0,,409,239,1
Cult,N/A,The CW,9,1,44,4,0,0,144,60,1,10-06-2023,889,399,1
Move,Netflix,,9,2,34,19,0,0,246,67,11,10-06-2023,1080,367,1
The Bear,Hulu,,8,7,74,69,0,0,94,69,2,,658,528,1
Released,N/A,Oprah Winfrey Network,8,8,66,66,0,0,132,116,0,,709,640,1
Class,Netflix,,8,4,64,31,0,0,229,123,8,10-06-2023,1636,936,1
Peacock,BBC iPlayer,,8,8,46,46,0,0,119,109,1,,774,714,1
Pose,N/A,FX,8,4,45,23,0,0,252,72,12,10-06-2023,1094,284,1
Amazon,N/A,Syndication,8,8,38,38,0,0,229,207,11,10-06-2023,1598,1477,1
Fortuna,N/A,NRK1,8,0,38,0,0,0,118,0,0,,541,0,1
The Building,N/A,CBS,8,8,32,32,0,0,148,131,2,10-06-2023,877,768,1
Sort Of,CBC Gem,,8,8,28,28,0,0,184,170,4,,971,906,1
The Project,N/A,Network 10,7,5,86,76,0,0,64,43,0,,391,294,1
Sona,YouTube,,7,0,59,0,0,0,357,4,22,10-06-2023,1861,32,1
Away,Netflix,,7,5,55,40,0,0,247,213,16,10-06-2023,1550,1385,1
Murder,N/A,BBC Two,7,2,44,23,0,0,229,115,7,,1369,747,1
The Killing,Shahid,,7,7,37,37,0,0,97,91,1,,586,566,1
Mani,YouTube,,7,0,37,0,0,0,104,0,1,10-06-2023,538,0,1
Strange,N/A,BBC One,7,5,34,28,0,0,170,102,5,,741,461,1
Breaking Bad,N/A,AMC,7,7,33,33,0,0,194,172,7,10-06-2023,1111,1012,1
Thriller,N/A,ITV1,7,7,32,32,0,0,165,126,3,,934,645,1
Thea,N/A,ABC,7,0,30,0,0,0,62,0,0,,383,0,1
Sunny,Apple TV+,,7,6,30,28,0,0,32,30,0,,168,160,1
Halfway,N/A,BBC Two Wales,7,7,29,29,0,0,113,105,0,,729,666,1
The Following,N/A,FOX,7,7,28,28,0,0,85,79,0,,451,433,1
Slow Burn,N/A,MGM+,7,7,23,23,0,0,66,53,0,,364,301,1
Wanted,N/A,SBS,7,7,18,18,0,0,216,192,10,10-06-2023,1171,957,1
Believe,N/A,NBC,7,7,16,16,0,0,196,164,8,,926,786,1
The InBetween,N/A,NBC,6,5,77,75,0,0,126,96,2,,947,732,1
BEEF,Netflix,,6,6,72,72,0,0,276,266,8,,3249,3135,16
Today,N/A,NBC,6,5,58,55,0,0,153,131,2,,989,868,1
Sign,N/A,TV Asahi,6,1,48,3,0,0,134,56,2,,751,346,1
Blue,Hulu,,6,5,46,41,0,0,91,65,1,,492,357,1
Catch,N/A,NPO 3,6,5,46,43,0,0,222,160,9,10-06-2023,1620,1245,1
Norm,N/A,ABC,6,0,45,0,0,0,162,6,3,,884,33,1
Working,N/A,NBC,6,6,39,39,0,0,102,92,1,,626,563,1
Gate,N/A,Tokyo MX,6,5,35,27,0,0,82,57,0,,451,295,1
Anne,N/A,ITV1,6,1,31,1,0,0,180,28,5,,1024,195,1
Friends,N/A,ABC,6,6,30,30,0,0,163,117,3,,950,603,1
The Americans,N/A,NBC,6,6,27,27,0,0,176,154,7,,1283,1179,1
Warrior,Max,,6,5,21,19,0,0,77,56,0,,481,367,1
Terror,N/A,Viceland,6,3,21,8,0,0,42,26,0,,253,153,1
Caught,N/A,CBC,6,6,15,15,0,0,144,132,2,,990,950,1
Supernatural,N/A,BBC One,6,6,14,14,0,0,91,79,1,,492,438,1
Sent,N/A,HBO Asia,6,1,13,1,0,0,234,81,8,,1326,512,1
Mr Inbetween,N/A,FX,5,4,75,34,0,0,132,66,3,,995,416,1
Limit,N/A,TV Tokyo,5,0,55,0,0,0,111,8,1,,521,34,1
Hollywood,Netflix,,5,5,42,42,0,0,36,27,0,,189,161,1
Joe Pickett,Paramount+,,5,4,39,33,0,0,13,12,0,,72,66,1
Trop,ICI Tou.tv,,5,0,36,0,0,0,118,0,2,,545,0,1
Star Trek,N/A,NBC,5,5,34,34,0,0,145,133,3,,903,865,1
Somebody,N/A,Mnet,5,5,31,31,0,0,82,80,2,,564,546,1
The Walking Dead,AMC+,,5,5,27,27,0,0,65,57,0,,352,314,1
Rush,N/A,Network 10,5,1,27,2,0,0,118,31,2,,618,113,1
Manifest,Netflix,,5,5,27,27,0,0,33,29,1,10-06-2023,132,99,1
Yellowjackets,Showtime on Demand,,5,5,25,25,0,0,309,275,11,10-06-2023,3231,3025,1
FUBAR,Netflix,,5,5,24,24,0,0,30,30,0,,185,185,11
The Leftovers,N/A,HBO,5,5,22,22,0,0,222,196,8,,1200,1051,1
Parents,N/A,Sky Showcase,5,5,22,22,0,0,27,19,0,,166,108,1
Love & Death,Max,,5,4,22,20,0,0,66,37,2,,483,245,7
The Middle,N/A,ABC,5,5,20,20,0,0,113,99,0,,666,557,1
Heroes,N/A,CCTV-8,5,5,19,19,0,0,73,58,2,,371,284,1
The Citadel,N/A,BBC One,5,4,17,13,0,0,73,71,3,,545,538,1
Citadel,Prime Video,,5,4,17,13,0,0,73,71,3,,545,538,1
Connect,Disney+,,5,0,17,0,0,0,113,17,1,,663,108,1
The Diplomat,Netflix,,5,5,15,15,0,0,115,111,3,,1077,1040,1
The Universe,N/A,H2,5,4,14,11,0,0,66,59,0,,322,310,1
Fauda,N/A,Yes,5,5,14,14,0,0,42,42,0,,184,184,1
Universe,N/A,BBC Two,5,4,14,11,0,0,70,59,0,,337,310,1
Reacher,Prime Video,,5,5,13,13,0,0,73,62,0,,449,408,1
With You,iQIYI,,5,5,11,11,0,0,98,60,1,,301,153,1
Kept,N/A,VH1,5,5,9,9,0,0,161,138,3,,875,762,1
Power,N/A,STARZ,5,5,8,8,0,0,259,160,10,,1602,865,1
The British,N/A,Sky Atlantic,5,5,-5,-5,0,0,183,166,6,10-06-2023,993,912,1
Delete,Netflix,,5,0,-15,0,0,0,152,4,4,,312,13,1
The Deleted,fullscreen,,5,5,-15,-15,0,0,138,127,3,,291,272,1
