name,streaming,network,mentions,regex-mentions,score,regex-score,consecutive,gain,total mentions,total-regex-mentions,total top,last date,total score,total-regex-score,week added
Player,N/A,OCN,5,3,26,15,0,0,67,33,0,,363,150,1
Warrior,Max,,5,1,25,9,0,0,71,51,0,,460,348,1
Dive,N/A,BBC Two,5,0,25,0,0,0,53,21,0,,298,107,1
Welcome,N/A,KBS2,5,5,25,25,0,0,64,47,0,,419,337,1
Lazarus,Apple TV+,,5,5,24,24,0,0,13,13,0,,72,72,6
Avenue 5,N/A,HBO,5,5,23,23,0,0,13,11,0,,62,45,1
Star Trek,N/A,NBC,5,5,22,22,0,0,140,128,3,,869,831,1
Liar,N/A,ITV1,5,4,22,14,0,0,93,77,1,,426,361,1
The English,BBC iPlayer,,5,5,22,22,0,0,117,94,3,,562,412,1
Random,YouTube,,5,4,21,16,0,0,101,65,0,,415,240,1
Joe Pickett,Paramount+,,5,5,19,19,0,0,8,8,0,,33,33,1
New World,Netflix,,5,1,19,7,0,0,46,4,0,,220,30,1
Return,N/A,SBS,5,4,18,13,0,0,105,65,1,,623,419,1
Veep,N/A,HBO,5,4,17,16,0,0,41,29,0,,172,151,1
Anna,Coupang Play,,5,4,17,14,0,0,97,72,0,,615,474,1
The Answers,N/A,FX,5,5,16,16,0,0,61,57,0,,291,255,1
Ramo,N/A,Show TV,5,0,15,0,0,0,85,0,0,,452,0,1
Chance,Hulu,,5,5,14,14,0,0,149,118,6,,737,603,1
Money,N/A,BBC Two,5,5,14,14,0,0,82,74,0,,513,473,1
Luck,N/A,HBO,5,4,12,4,0,0,99,19,2,,689,67,1
Wild West,N/A,BBC One,5,5,12,12,0,0,7,7,0,,18,18,1
Power,N/A,STARZ,5,3,11,8,0,0,254,155,10,,1594,857,1
Rush,N/A,Network 10,5,0,9,0,0,0,113,30,2,,591,111,1
Massive,N/A,BBC Three,5,3,6,4,0,0,52,35,0,,396,336,1
The Outs,Vimeo,,5,0,-2,0,0,0,24,0,0,,74,0,1
Julie,N/A,DR1,5,0,-4,0,0,0,19,4,0,,89,23,1
